,path,plddt
43,bbarrel/with_template_48recyc/colab_att/TMB2.56_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,94.42
44,bbarrel/with_template_48recyc/colab_att/TMB2.79_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,36.31
45,bbarrel/with_template_48recyc/colab_att/TMB2.84_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,46.87
46,bbarrel/with_template_48recyc/colab_att/TMB2.1_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,46.66
47,bbarrel/with_template_48recyc/colab_att/TMB2.57_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,95.85
48,bbarrel/with_template_48recyc/colab_att/TMB2.77_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,84.76
49,bbarrel/with_template_48recyc/colab_att/TMB2.63_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,91.98
50,bbarrel/with_template_48recyc/colab_att/TMB2.7_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,95.79
51,bbarrel/with_template_48recyc/colab_att/TMB2.43_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,95.1
52,bbarrel/with_template_48recyc/colab_att/TMB2.50_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,95.61
53,bbarrel/with_template_48recyc/colab_att/TMB2.77_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,73.94
54,bbarrel/with_template_48recyc/colab_att/TMB2.48_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,95.03
55,bbarrel/with_template_48recyc/colab_att/TMB2.32_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,41.4
56,bbarrel/with_template_48recyc/colab_att/TMB2.86_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,31.48
57,bbarrel/with_template_48recyc/colab_att/TMB2.26_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,94.39
58,bbarrel/with_template_48recyc/colab_att/TMB2.25_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,56.75
59,bbarrel/with_template_48recyc/colab_att/TMB2.45_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,95.31
60,bbarrel/with_template_48recyc/colab_att/TMB2.72_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,32.77
61,bbarrel/with_template_48recyc/colab_att/TMB2.7_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,95.15
62,bbarrel/with_template_48recyc/colab_att/TMB2.89_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,55.91
63,bbarrel/with_template_48recyc/colab_att/TMB2.1_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,30.36
64,bbarrel/with_template_48recyc/colab_att/TMB2.47_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,33.01
65,bbarrel/with_template_48recyc/colab_att/TMB2.31_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,86.63
66,bbarrel/with_template_48recyc/colab_att/TMB2.85_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,94.63
67,bbarrel/with_template_48recyc/colab_att/TMB2.20_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,41.78
68,bbarrel/with_template_48recyc/colab_att/TMB2.66_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,95.17
69,bbarrel/with_template_48recyc/colab_att/TMB2.69_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,94.49
70,bbarrel/with_template_48recyc/colab_att/TMB2.4_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,33.71
71,bbarrel/with_template_48recyc/colab_att/TMB2.67_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,85.1
72,bbarrel/with_template_48recyc/colab_att/TMB2.78_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,43.28
73,bbarrel/with_template_48recyc/colab_att/TMB2.59_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,73.65
74,bbarrel/with_template_48recyc/colab_att/TMB2.6_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,95.12
75,bbarrel/with_template_48recyc/colab_att/TMB2.37_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,58.33
76,bbarrel/with_template_48recyc/colab_att/TMB2.55_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,31.24
77,bbarrel/with_template_48recyc/colab_att/TMB2.12_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,32.12
78,bbarrel/with_template_48recyc/colab_att/TMB2.5_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,95.84
79,bbarrel/with_template_48recyc/colab_att/TMB2.20_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,47.16
80,bbarrel/with_template_48recyc/colab_att/TMB2.79_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,95.5
81,bbarrel/with_template_48recyc/colab_att/TMB2.8_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,31.2
82,bbarrel/with_template_48recyc/colab_att/TMB2.52_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,94.44
83,bbarrel/with_template_48recyc/colab_att/TMB2.45_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,95.02
84,bbarrel/with_template_48recyc/colab_att/TMB2.38_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,30.34
85,bbarrel/with_template_48recyc/colab_att/TMB2.55_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,93.76
86,bbarrel/with_template_48recyc/colab_att/TMB2.17_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,96.42
87,bbarrel/with_template_48recyc/colab_att/TMB2.83_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,95.14
88,bbarrel/with_template_48recyc/colab_att/TMB2.31_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,87.94
89,bbarrel/with_template_48recyc/colab_att/TMB2.83_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,95.24
90,bbarrel/with_template_48recyc/colab_att/TMB2.67_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,94.94
91,bbarrel/with_template_48recyc/colab_att/TMB2.21_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,71.26
92,bbarrel/with_template_48recyc/colab_att/TMB2.62_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,32.69
93,bbarrel/with_template_48recyc/colab_att/TMB2.7_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,30.25
94,bbarrel/with_template_48recyc/colab_att/TMB2.60_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,87.37
95,bbarrel/with_template_48recyc/colab_att/TMB2.69_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,38.5
96,bbarrel/with_template_48recyc/colab_att/TMB2.69_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,68.37
97,bbarrel/with_template_48recyc/colab_att/TMB2.5_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,31.7
98,bbarrel/with_template_48recyc/colab_att/TMB2.44_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,71.87
99,bbarrel/with_template_48recyc/colab_att/TMB2.89_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,93.63
100,bbarrel/with_template_48recyc/colab_att/TMB2.76_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,88.36
101,bbarrel/with_template_48recyc/colab_att/TMB2.70_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,32.19
102,bbarrel/with_template_48recyc/colab_att/TMB2.34_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,63.33
103,bbarrel/with_template_48recyc/colab_att/TMB2.83_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,85.59
104,bbarrel/with_template_48recyc/colab_att/TMB2.66_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,95.16
105,bbarrel/with_template_48recyc/colab_att/TMB2.64_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,95.68
106,bbarrel/with_template_48recyc/colab_att/TMB2.60_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,95.3
107,bbarrel/with_template_48recyc/colab_att/TMB2.75_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,54.5
108,bbarrel/with_template_48recyc/colab_att/TMB2.2_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,94.74
109,bbarrel/with_template_48recyc/colab_att/TMB2.28_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,86.96
110,bbarrel/with_template_48recyc/colab_att/TMB2.65_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,85.4
111,bbarrel/with_template_48recyc/colab_att/TMB2.32_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,75.89
112,bbarrel/with_template_48recyc/colab_att/TMB2.22_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,95.49
113,bbarrel/with_template_48recyc/colab_att/TMB2.39_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,31.55
114,bbarrel/with_template_48recyc/colab_att/TMB2.86_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,93.42
115,bbarrel/with_template_48recyc/colab_att/TMB2.23_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,41.29
116,bbarrel/with_template_48recyc/colab_att/TMB2.28_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,35.21
117,bbarrel/with_template_48recyc/colab_att/TMB2.55_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,94.56
118,bbarrel/with_template_48recyc/colab_att/TMB2.18_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,86.44
119,bbarrel/with_template_48recyc/colab_att/TMB2.20_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,95.0
120,bbarrel/with_template_48recyc/colab_att/TMB2.41_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,95.91
121,bbarrel/with_template_48recyc/colab_att/TMB2.47_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,78.12
122,bbarrel/with_template_48recyc/colab_att/TMB2.45_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,75.22
123,bbarrel/with_template_48recyc/colab_att/TMB2.38_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,94.45
124,bbarrel/with_template_48recyc/colab_att/TMB2.29_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,85.08
125,bbarrel/with_template_48recyc/colab_att/TMB2.80_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,93.83
126,bbarrel/with_template_48recyc/colab_att/TMB2.1_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,94.92
127,bbarrel/with_template_48recyc/colab_att/TMB2.1_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,31.48
128,bbarrel/with_template_48recyc/colab_att/TMB2.19_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,94.01
129,bbarrel/with_template_48recyc/colab_att/TMB2.55_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,27.94
130,bbarrel/with_template_48recyc/colab_att/TMB2.23_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,93.78
131,bbarrel/with_template_48recyc/colab_att/TMB2.74_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,63.26
132,bbarrel/with_template_48recyc/colab_att/TMB2.79_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,40.22
133,bbarrel/with_template_48recyc/colab_att/TMB2.80_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,36.11
134,bbarrel/with_template_48recyc/colab_att/TMB2.82_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,93.71
135,bbarrel/with_template_48recyc/colab_att/TMB2.63_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,82.01
136,bbarrel/with_template_48recyc/colab_att/TMB2.75_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,94.13
137,bbarrel/with_template_48recyc/colab_att/TMB2.4_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,86.15
138,bbarrel/with_template_48recyc/colab_att/TMB2.15_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,94.5
139,bbarrel/with_template_48recyc/colab_att/TMB2.25_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,95.44
140,bbarrel/with_template_48recyc/colab_att/TMB2.6_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,62.59
141,bbarrel/with_template_48recyc/colab_att/TMB2.29_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,88.24
142,bbarrel/with_template_48recyc/colab_att/TMB2.41_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,83.2
143,bbarrel/with_template_48recyc/colab_att/TMB2.71_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,78.1
144,bbarrel/with_template_48recyc/colab_att/TMB2.37_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,77.53
145,bbarrel/with_template_48recyc/colab_att/TMB2.66_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,30.82
146,bbarrel/with_template_48recyc/colab_att/TMB2.79_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,85.64
147,bbarrel/with_template_48recyc/colab_att/TMB2.22_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,50.57
148,bbarrel/with_template_48recyc/colab_att/TMB2.78_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,95.34
149,bbarrel/with_template_48recyc/colab_att/TMB2.47_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,95.24
150,bbarrel/with_template_48recyc/colab_att/TMB2.38_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,32.67
151,bbarrel/with_template_48recyc/colab_att/TMB2.73_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,31.04
152,bbarrel/with_template_48recyc/colab_att/TMB2.4_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,29.72
153,bbarrel/with_template_48recyc/colab_att/TMB2.8_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,96.01
154,bbarrel/with_template_48recyc/colab_att/TMB2.47_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,83.38
155,bbarrel/with_template_48recyc/colab_att/TMB2.24_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,96.07
156,bbarrel/with_template_48recyc/colab_att/TMB2.31_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,94.81
157,bbarrel/with_template_48recyc/colab_att/TMB2.35_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,38.86
158,bbarrel/with_template_48recyc/colab_att/TMB2.55_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,30.06
159,bbarrel/with_template_48recyc/colab_att/TMB2.14_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,78.63
160,bbarrel/with_template_48recyc/colab_att/TMB2.69_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,94.6
161,bbarrel/with_template_48recyc/colab_att/TMB2.33_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,94.43
162,bbarrel/with_template_48recyc/colab_att/TMB2.25_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,47.63
163,bbarrel/with_template_48recyc/colab_att/TMB2.88_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,36.94
164,bbarrel/with_template_48recyc/colab_att/TMB2.51_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,72.49
165,bbarrel/with_template_48recyc/colab_att/TMB2.75_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,84.85
166,bbarrel/with_template_48recyc/colab_att/TMB2.42_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,48.62
167,bbarrel/with_template_48recyc/colab_att/TMB2.3_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,30.11
168,bbarrel/with_template_48recyc/colab_att/TMB2.33_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,88.22
169,bbarrel/with_template_48recyc/colab_att/TMB2.51_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,28.98
170,bbarrel/with_template_48recyc/colab_att/TMB2.9_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,93.53
171,bbarrel/with_template_48recyc/colab_att/TMB2.78_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,33.72
172,bbarrel/with_template_48recyc/colab_att/TMB2.77_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,94.6
173,bbarrel/with_template_48recyc/colab_att/TMB2.62_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,86.54
174,bbarrel/with_template_48recyc/colab_att/TMB2.29_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,95.14
175,bbarrel/with_template_48recyc/colab_att/TMB2.11_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,35.86
176,bbarrel/with_template_48recyc/colab_att/TMB2.17_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,96.44
177,bbarrel/with_template_48recyc/colab_att/TMB2.36_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,34.76
178,bbarrel/with_template_48recyc/colab_att/TMB2.58_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,50.05
179,bbarrel/with_template_48recyc/colab_att/TMB2.8_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,95.98
180,bbarrel/with_template_48recyc/colab_att/TMB2.81_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,46.69
181,bbarrel/with_template_48recyc/colab_att/TMB2.65_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,95.62
182,bbarrel/with_template_48recyc/colab_att/TMB2.57_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,84.02
183,bbarrel/with_template_48recyc/colab_att/TMB2.14_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,88.11
184,bbarrel/with_template_48recyc/colab_att/TMB2.24_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,95.92
185,bbarrel/with_template_48recyc/colab_att/TMB2.27_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,30.54
186,bbarrel/with_template_48recyc/colab_att/TMB2.68_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,87.1
187,bbarrel/with_template_48recyc/colab_att/TMB2.48_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,30.87
188,bbarrel/with_template_48recyc/colab_att/TMB2.62_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,75.73
189,bbarrel/with_template_48recyc/colab_att/TMB2.37_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,93.03
190,bbarrel/with_template_48recyc/colab_att/TMB2.59_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,87.49
191,bbarrel/with_template_48recyc/colab_att/TMB2.68_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,93.75
192,bbarrel/with_template_48recyc/colab_att/TMB2.75_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,59.76
193,bbarrel/with_template_48recyc/colab_att/TMB2.54_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,35.96
194,bbarrel/with_template_48recyc/colab_att/TMB2.34_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,35.87
195,bbarrel/with_template_48recyc/colab_att/TMB2.2_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,64.76
196,bbarrel/with_template_48recyc/colab_att/TMB2.19_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,87.19
197,bbarrel/with_template_48recyc/colab_att/TMB2.4_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,94.79
198,bbarrel/with_template_48recyc/colab_att/TMB2.70_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,94.55
199,bbarrel/with_template_48recyc/colab_att/TMB2.11_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,36.14
200,bbarrel/with_template_48recyc/colab_att/TMB2.85_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,85.89
201,bbarrel/with_template_48recyc/colab_att/TMB2.88_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,38.4
202,bbarrel/with_template_48recyc/colab_att/TMB2.87_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,38.73
203,bbarrel/with_template_48recyc/colab_att/TMB2.36_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,79.71
204,bbarrel/with_template_48recyc/colab_att/TMB2.30_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,33.49
