,path,plddt
18,foldit_recycles/recyc_48/colab/2003205_0006_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,79.98
19,foldit_recycles/recyc_48/colab/2002877_s005_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,74.4
20,foldit_recycles/recyc_48/colab/2002922_s004_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,87.46
21,foldit_recycles/recyc_48/colab/997523_0003_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,81.58
22,foldit_recycles/recyc_48/colab/2003308_0009_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,74.88
23,foldit_recycles/recyc_48/colab/2002745_0003_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,87.97
24,foldit_recycles/recyc_48/colab/2002308_0000_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,71.27
25,foldit_recycles/recyc_48/colab/2000485_1070_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,63.58
26,foldit_recycles/recyc_48/colab/2003205_S722_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,73.5
27,foldit_recycles/recyc_48/colab/2003360_s000_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,85.81
28,foldit_recycles/recyc_48/colab/2003169_S953_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,90.57
29,foldit_recycles/recyc_48/colab/2002922_1013_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,84.7
30,foldit_recycles/recyc_48/colab/2003333_1013_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,58.77
31,foldit_recycles/recyc_48/colab/2003048_1024_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,67.62
32,foldit_recycles/recyc_48/colab/2003048_1050_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,85.72
33,foldit_recycles/recyc_48/colab/2003285_0000_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,93.78
34,foldit_recycles/recyc_48/colab/2003414_1018_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,84.93
35,foldit_recycles/recyc_48/colab/2003245_0004_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,89.96
36,foldit_recycles/recyc_48/colab/2003265_s003_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,88.09
37,foldit_recycles/recyc_48/colab/997791_1027_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,88.55
38,foldit_recycles/recyc_48/colab/2002089_0001_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,89.88
39,foldit_recycles/recyc_48/colab/2002745_0008_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,89.37
40,foldit_recycles/recyc_48/colab/1998520_0002_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,90.51
41,foldit_recycles/recyc_48/colab/2003333_1006_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,85.57
42,foldit_recycles/recyc_48/colab/1998925_s005_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,72.43
43,foldit_recycles/recyc_48/colab/2003485_1036_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,78.74
44,foldit_recycles/recyc_48/colab/2003285_0000_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,92.29
45,foldit_recycles/recyc_48/colab/2003048_S697_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,81.43
46,foldit_recycles/recyc_48/colab/2003308_1010_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,89.2
47,foldit_recycles/recyc_48/colab/2002089_1029_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,78.67
48,foldit_recycles/recyc_48/colab/997523_0008_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,90.41
49,foldit_recycles/recyc_48/colab/2003532_0000_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,85.62
50,foldit_recycles/recyc_48/colab/2003594_0000_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,91.85
51,foldit_recycles/recyc_48/colab/2003308_1010_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,88.57
52,foldit_recycles/recyc_48/colab/2003360_s004_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,88.49
53,foldit_recycles/recyc_48/colab/997915_0000_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,84.6
54,foldit_recycles/recyc_48/colab/2002590_S567_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,81.58
55,foldit_recycles/recyc_48/colab/2003360_s003_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,87.88
56,foldit_recycles/recyc_48/colab/997523_0003_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,82.87
57,foldit_recycles/recyc_48/colab/997523_1003_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,75.78
58,foldit_recycles/recyc_48/colab/2002922_1018_unrelaxed_rank_002_alphafold2_ptm_model_3_seed_000.pdb,83.93
59,foldit_recycles/recyc_48/colab/2003285_s005_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,83.6
60,foldit_recycles/recyc_48/colab/2003285_s008_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,89.71
61,foldit_recycles/recyc_48/colab/2003414_1018_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,85.45
62,foldit_recycles/recyc_48/colab/2002308_0000_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,84.57
63,foldit_recycles/recyc_48/colab/2002376_0003_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,77.66
64,foldit_recycles/recyc_48/colab/2002376_0003_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,69.05
65,foldit_recycles/recyc_48/colab/2003382_0002_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,91.47
66,foldit_recycles/recyc_48/colab/2002766_0006_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,86.49
67,foldit_recycles/recyc_48/colab/2003360_s003_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,86.95
68,foldit_recycles/recyc_48/colab/2003265_0007_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,88.59
69,foldit_recycles/recyc_48/colab/2002613_0004_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,78.88
70,foldit_recycles/recyc_48/colab/2002290_S122_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,93.37
71,foldit_recycles/recyc_48/colab/2000518_0000_unrelaxed_rank_003_alphafold2_ptm_model_4_seed_000.pdb,75.83
72,foldit_recycles/recyc_48/colab/2003048_S697_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.91
73,foldit_recycles/recyc_48/colab/2003245_S383_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,90.49
74,foldit_recycles/recyc_48/colab/997523_0003_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,85.51
75,foldit_recycles/recyc_48/colab/2002745_0000_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,90.61
76,foldit_recycles/recyc_48/colab/2003333_1013_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,77.58
77,foldit_recycles/recyc_48/colab/1998469_0000_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,82.0
78,foldit_recycles/recyc_48/colab/2000518_0000_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,55.11
79,foldit_recycles/recyc_48/colab/2003382_0009_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,60.74
80,foldit_recycles/recyc_48/colab/2002745_0000_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,92.36
81,foldit_recycles/recyc_48/colab/2003455_s008_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,61.96
82,foldit_recycles/recyc_48/colab/2002553_0000_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,74.19
83,foldit_recycles/recyc_48/colab/2003485_S412_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,78.6
84,foldit_recycles/recyc_48/colab/2003455_s008_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,68.32
85,foldit_recycles/recyc_48/colab/2003205_0003_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,81.66
86,foldit_recycles/recyc_48/colab/2003205_0008_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,80.46
87,foldit_recycles/recyc_48/colab/2002766_0002_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.89
88,foldit_recycles/recyc_48/colab/2002553_0000_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,85.44
89,foldit_recycles/recyc_48/colab/1998925_s005_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,80.56
90,foldit_recycles/recyc_48/colab/2002544_0000_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,87.97
91,foldit_recycles/recyc_48/colab/2003382_0004_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,79.14
92,foldit_recycles/recyc_48/colab/2003205_0002_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,88.39
93,foldit_recycles/recyc_48/colab/2003169_s001_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,82.22
94,foldit_recycles/recyc_48/colab/2002469_0001_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,88.75
95,foldit_recycles/recyc_48/colab/2002376_0003_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,74.56
96,foldit_recycles/recyc_48/colab/997523_0005_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,85.33
97,foldit_recycles/recyc_48/colab/2003205_1035_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,72.14
98,foldit_recycles/recyc_48/colab/2003308_1010_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,86.35
99,foldit_recycles/recyc_48/colab/2002089_0001_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,66.72
100,foldit_recycles/recyc_48/colab/997523_0006_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,92.38
101,foldit_recycles/recyc_48/colab/2003333_0005_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,84.79
102,foldit_recycles/recyc_48/colab/2003333_s001_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,75.07
103,foldit_recycles/recyc_48/colab/2003308_0005_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,76.79
104,foldit_recycles/recyc_48/colab/2002745_0004_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,89.17
105,foldit_recycles/recyc_48/colab/2001044_0000_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,87.65
106,foldit_recycles/recyc_48/colab/2003285_s005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.06
107,foldit_recycles/recyc_48/colab/2003455_0002_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,68.7
108,foldit_recycles/recyc_48/colab/2002308_S695_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,57.41
109,foldit_recycles/recyc_48/colab/2003308_1010_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,92.5
110,foldit_recycles/recyc_48/colab/2002922_1018_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,84.2
111,foldit_recycles/recyc_48/colab/2003265_1034_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,89.77
112,foldit_recycles/recyc_48/colab/2003205_0000_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,86.82
113,foldit_recycles/recyc_48/colab/2003205_0006_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,68.89
114,foldit_recycles/recyc_48/colab/2002877_s005_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,77.14
115,foldit_recycles/recyc_48/colab/2003485_0000_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,79.96
116,foldit_recycles/recyc_48/colab/2000518_0000_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,77.73
117,foldit_recycles/recyc_48/colab/2003333_s003_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,82.76
118,foldit_recycles/recyc_48/colab/2002990_1031_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,79.81
119,foldit_recycles/recyc_48/colab/2003205_0000_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,90.19
120,foldit_recycles/recyc_48/colab/2000665_1003_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,53.13
121,foldit_recycles/recyc_48/colab/2000240_0002_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,82.91
122,foldit_recycles/recyc_48/colab/1998925_s005_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,71.35
123,foldit_recycles/recyc_48/colab/2003048_1024_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,71.83
124,foldit_recycles/recyc_48/colab/2003265_1034_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,90.79
125,foldit_recycles/recyc_48/colab/2003333_1006_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,85.4
126,foldit_recycles/recyc_48/colab/2003532_1022_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,81.28
127,foldit_recycles/recyc_48/colab/2002766_0006_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,88.14
128,foldit_recycles/recyc_48/colab/2003205_S506_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,86.08
129,foldit_recycles/recyc_48/colab/2003360_s000_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,83.89
130,foldit_recycles/recyc_48/colab/2002713_1006_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,90.18
131,foldit_recycles/recyc_48/colab/1998555_1041_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,73.62
132,foldit_recycles/recyc_48/colab/2003594_s008_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,76.55
133,foldit_recycles/recyc_48/colab/2003382_0009_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,71.96
134,foldit_recycles/recyc_48/colab/2003455_s008_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,63.27
135,foldit_recycles/recyc_48/colab/2002486_1012_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,83.7
136,foldit_recycles/recyc_48/colab/1998469_0000_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,84.07
137,foldit_recycles/recyc_48/colab/997523_0008_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,91.43
138,foldit_recycles/recyc_48/colab/2002376_0000_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,76.37
139,foldit_recycles/recyc_48/colab/2002745_0003_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,87.88
140,foldit_recycles/recyc_48/colab/2003048_1050_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,86.11
141,foldit_recycles/recyc_48/colab/2003382_s008_unrelaxed_rank_004_alphafold2_ptm_model_3_seed_000.pdb,77.68
142,foldit_recycles/recyc_48/colab/2003285_s005_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,78.4
143,foldit_recycles/recyc_48/colab/2002713_0004_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,86.57
144,foldit_recycles/recyc_48/colab/2002745_0001_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,84.99
145,foldit_recycles/recyc_48/colab/2003245_0004_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,91.03
146,foldit_recycles/recyc_48/colab/997523_0005_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,86.14
147,foldit_recycles/recyc_48/colab/2002949_0007_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,85.24
148,foldit_recycles/recyc_48/colab/2003048_0005_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,90.08
149,foldit_recycles/recyc_48/colab/1998555_1041_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,74.67
150,foldit_recycles/recyc_48/colab/2003308_0004_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,84.67
151,foldit_recycles/recyc_48/colab/2003265_S714_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,75.2
152,foldit_recycles/recyc_48/colab/997523_0000_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,78.36
153,foldit_recycles/recyc_48/colab/2002949_0007_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,79.13
154,foldit_recycles/recyc_48/colab/2002243_1016_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,86.44
155,foldit_recycles/recyc_48/colab/2003265_s008_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,81.94
156,foldit_recycles/recyc_48/colab/2003382_0002_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,79.28
157,foldit_recycles/recyc_48/colab/2003265_s008_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,81.72
158,foldit_recycles/recyc_48/colab/997523_0000_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,80.19
159,foldit_recycles/recyc_48/colab/1998520_0002_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,59.64
160,foldit_recycles/recyc_48/colab/2002922_1013_unrelaxed_rank_003_alphafold2_ptm_model_5_seed_000.pdb,84.71
161,foldit_recycles/recyc_48/colab/2001044_0000_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,88.44
162,foldit_recycles/recyc_48/colab/2003455_0002_unrelaxed_rank_003_alphafold2_ptm_model_1_seed_000.pdb,71.1
163,foldit_recycles/recyc_48/colab/2002949_0000_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,85.68
164,foldit_recycles/recyc_48/colab/2002766_0000_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,84.35
165,foldit_recycles/recyc_48/colab/2003382_1021_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,83.41
166,foldit_recycles/recyc_48/colab/997258_0004_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.38
167,foldit_recycles/recyc_48/colab/2003360_0005_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,89.9
168,foldit_recycles/recyc_48/colab/2002334_0005_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,80.19
169,foldit_recycles/recyc_48/colab/2003532_1022_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,87.3
170,foldit_recycles/recyc_48/colab/2003333_1013_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,55.46
171,foldit_recycles/recyc_48/colab/2002243_1016_unrelaxed_rank_005_alphafold2_ptm_model_1_seed_000.pdb,86.32
172,foldit_recycles/recyc_48/colab/2003360_1013_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,80.69
173,foldit_recycles/recyc_48/colab/2003594_0000_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,92.75
174,foldit_recycles/recyc_48/colab/2003455_0002_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,67.45
175,foldit_recycles/recyc_48/colab/2003594_0000_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,92.66
176,foldit_recycles/recyc_48/colab/2003048_1050_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,85.15
177,foldit_recycles/recyc_48/colab/2003265_S115_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,89.77
178,foldit_recycles/recyc_48/colab/2003285_s008_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,89.21
179,foldit_recycles/recyc_48/colab/2000518_S468_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,55.96
180,foldit_recycles/recyc_48/colab/2003360_s000_unrelaxed_rank_002_alphafold2_ptm_model_2_seed_000.pdb,85.55
181,foldit_recycles/recyc_48/colab/2002308_0000_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,81.77
182,foldit_recycles/recyc_48/colab/2000485_1070_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,45.32
183,foldit_recycles/recyc_48/colab/2003169_S953_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,88.47
184,foldit_recycles/recyc_48/colab/2002308_0005_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,78.48
185,foldit_recycles/recyc_48/colab/997523_1003_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,80.12
186,foldit_recycles/recyc_48/colab/997523_1040_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,94.27
187,foldit_recycles/recyc_48/colab/2003455_0009_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,74.67
188,foldit_recycles/recyc_48/colab/2002990_0006_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,85.38
189,foldit_recycles/recyc_48/colab/2003308_0009_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,76.79
190,foldit_recycles/recyc_48/colab/2002745_0000_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,90.64
191,foldit_recycles/recyc_48/colab/2003333_0000_unrelaxed_rank_003_alphafold2_ptm_model_3_seed_000.pdb,89.01
192,foldit_recycles/recyc_48/colab/2003594_S028_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,86.95
193,foldit_recycles/recyc_48/colab/2003455_S943_unrelaxed_rank_004_alphafold2_ptm_model_1_seed_000.pdb,82.47
194,foldit_recycles/recyc_48/colab/2003485_0002_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,90.07
195,foldit_recycles/recyc_48/colab/2003455_S943_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,83.12
196,foldit_recycles/recyc_48/colab/2003333_1006_unrelaxed_rank_005_alphafold2_ptm_model_5_seed_000.pdb,76.31
197,foldit_recycles/recyc_48/colab/2002486_1012_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,84.09
198,foldit_recycles/recyc_48/colab/2003532_0000_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,85.58
199,foldit_recycles/recyc_48/colab/997383_s346_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,85.62
200,foldit_recycles/recyc_48/colab/2003455_S943_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,84.38
201,foldit_recycles/recyc_48/colab/2003594_S603_unrelaxed_rank_002_alphafold2_ptm_model_4_seed_000.pdb,86.46
202,foldit_recycles/recyc_48/colab/2000665_1003_unrelaxed_rank_002_alphafold2_ptm_model_1_seed_000.pdb,64.23
203,foldit_recycles/recyc_48/colab/2003205_S722_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,73.6
204,foldit_recycles/recyc_48/colab/2003048_0005_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,76.12
205,foldit_recycles/recyc_48/colab/997523_0006_unrelaxed_rank_005_alphafold2_ptm_model_4_seed_000.pdb,76.41
206,foldit_recycles/recyc_48/colab/2002990_1039_unrelaxed_rank_004_alphafold2_ptm_model_4_seed_000.pdb,83.58
207,foldit_recycles/recyc_48/colab/2003205_1035_unrelaxed_rank_005_alphafold2_ptm_model_3_seed_000.pdb,71.98
208,foldit_recycles/recyc_48/colab/2003455_0001_unrelaxed_rank_005_alphafold2_ptm_model_2_seed_000.pdb,84.13
209,foldit_recycles/recyc_48/colab/2003265_1034_unrelaxed_rank_003_alphafold2_ptm_model_2_seed_000.pdb,89.99
210,foldit_recycles/recyc_48/colab/997258_0001_unrelaxed_rank_002_alphafold2_ptm_model_5_seed_000.pdb,85.8
211,foldit_recycles/recyc_48/colab/2003360_s000_unrelaxed_rank_004_alphafold2_ptm_model_5_seed_000.pdb,84.93
212,foldit_recycles/recyc_48/colab/2002486_1012_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,85.9
213,foldit_recycles/recyc_48/colab/2002486_1048_unrelaxed_rank_004_alphafold2_ptm_model_2_seed_000.pdb,62.71
214,foldit_recycles/recyc_48/colab/2003205_1035_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,81.82
