,Unnamed: 0.1,Unnamed: 0,con,dgram_cce,exp_res,fape,hard,helix,i_ptm,loss,models,pae,plddt,ptm,recycles,seq_ent,seqid,soft,temp,rmsd_io,tm_i,tm_o,tm_io,composite,names,data
HBI_b_15,10,10,2.1217966079711914,1.912456512451172,0.0161117929965257,0.2530950605869293,1.0,7.146695137023926,0.0,1.912456512451172,[0],4.90633724629879,0.8583995252847672,0.6315597295761108,1,189.90582275390625,1.0,0.0,1.0,1.0010836124420166,1.0,0.9048,0.9048,0.4905197415972727,2002089_1029,WSB
HBI_b_16,11,11,2.333033561706543,1.9228774309158323,0.044866319745779,0.2495447695255279,1.0,3.536712646484375,0.0,1.9228774309158323,[0],5.121842861175537,0.8501913994550705,0.6041033267974854,1,176.3411102294922,1.0,0.0,1.0,0.8475597500801086,1.0,0.9213,0.9213,0.4731828610880574,2002243_1016,WSB
HBI_b_17,12,12,2.448944091796875,2.026197671890259,0.0247667245566844,0.2874492406845093,1.0,3.536896228790283,0.0,2.026197671890259,[0],5.391509547829628,0.8159572780132294,0.5856940746307373,1,189.90582275390625,1.0,0.0,1.0,1.41280996799469,1.0,0.8694,0.8694,0.4154874275035005,2002308_0000,WSB
HBI_b_19,13,13,2.4328410625457764,2.2131876945495605,0.0427872911095619,0.3154707551002502,1.0,2.930405139923096,0.0,2.2131876945495605,[0],5.93176032602787,0.81154365837574,0.595369815826416,1,189.90582275390625,1.0,0.0,1.0,1.3906341791152954,1.0,0.8395,0.8395,0.4056200383754875,2002308_0005,WSB
HBI_b_20,14,14,1.879992127418518,1.479259371757507,0.0151633871719241,0.2437115907669067,1.0,7.762892246246338,0.0,1.479259371757507,[0],4.300261050462723,0.8812648579478264,0.7205848693847656,1,203.47052001953125,1.0,0.0,1.0,0.9825348258018494,1.0,0.9331,0.9331,0.5925428749586071,2002334_0005,WSB
HBI_b_21,15,15,2.3340845108032227,1.664700269699097,0.0175902601331472,0.2919520139694214,1.0,3.129685878753662,0.0,1.664700269699097,[0],5.35860076546669,0.8384787142276764,0.6439309120178223,1,230.59991455078125,1.0,0.0,1.0,1.4393514394760132,1.0,0.8665,0.8665,0.4678427276782774,2002376_0000,WSB
HBI_b_22,16,16,2.8480820655822754,2.0581846237182617,0.0522063896059989,0.427059143781662,1.0,3.0392489433288574,0.0,2.0581846237182617,[0],8.747488886117935,0.73886638879776,0.5028434991836548,1,230.59991455078125,1.0,0.0,1.0,1.719713568687439,1.0,0.8188,0.8188,0.3042121705128035,2002376_0003,WSB
HBI_b_23,17,17,2.5610177516937256,2.1713767051696777,0.0350970029830932,0.3729452490806579,1.0,3.12933349609375,0.0,2.1713767051696777,[0],6.374337047338486,0.8059192895889282,0.5594778060913086,1,217.03521728515625,1.0,0.0,1.0,2.030084609985352,1.0,0.7476,0.7476,0.3370883215249475,2002469_0001,WSB
HBI_b_25,18,18,2.351331949234009,2.2338826656341557,0.0255859661847352,0.2721002995967865,1.0,5.6789727210998535,0.0,2.2338826656341557,[0],6.251429736614227,0.7675238400697708,0.5348291397094727,1,176.3411102294922,1.0,0.0,1.0,1.0579204559326172,1.0,0.8947,0.8947,0.3672690847719413,2002486_0006,WSB
HBI_b_26,19,19,2.4598748683929443,1.973408341407776,0.0494979508221149,0.2269267737865448,1.0,3.5798609256744385,0.0,1.973408341407776,[0],5.569966971874237,0.8246932327747345,0.5506719350814819,1,176.3411102294922,1.0,0.0,1.0,0.9260730743408204,1.0,0.9138,0.9138,0.4149889452797006,2002486_1012,WSB
HBI_b_27,20,20,3.268333673477173,2.5708487033843994,0.0610203593969345,0.3200160562992096,1.0,2.15966796875,0.0,2.5708487033843994,[0],10.244070053100586,0.6018988192081451,0.3531626462936401,1,176.3411102294922,1.0,0.0,1.0,1.319206476211548,1.0,0.8381,0.8381,0.1781533914841494,2002486_1048,WSB
HBI_b_28,21,21,2.282797813415528,1.888357639312744,0.0426984727382659,0.271857351064682,1.0,4.049750328063965,0.0,1.888357639312744,[0],4.688582465052605,0.8661051690578461,0.6228097081184387,1,189.90582275390625,1.0,0.0,1.0,1.059983253479004,1.0,0.9049,0.9049,0.4881199884536592,2002544_0000,WSB
HBI_b_29,22,22,2.56384801864624,1.813791036605835,0.0155690852552652,0.215178370475769,1.0,3.186509370803833,0.0,1.813791036605835,[0],6.108189389109612,0.8194098323583603,0.571128249168396,1,203.47052001953125,1.0,0.0,1.0,0.7438649535179138,1.0,0.9468,0.9468,0.4430911358315894,2002553_0000,WSB
HBI_b_31,23,23,2.230128765106201,1.7176638841629028,0.0146389184519648,0.2260095030069351,1.0,4.153728485107422,0.0,1.7176638841629028,[0],5.169583022594452,0.8487941771745682,0.6992263793945312,1,244.16461181640625,1.0,0.0,1.0,0.7654376029968262,1.0,0.9553,0.9553,0.5669698615696787,2002565_0002,WSB
HBI_b_32,24,24,2.6475839614868164,2.359307050704956,0.0282716024667024,0.3481185734272003,1.0,3.266328811645508,0.0,2.359307050704956,[0],6.640550300478935,0.772106260061264,0.5018861293792725,1,176.3411102294922,1.0,0.0,1.0,1.809051871299744,1.0,0.7675,0.7675,0.2974134816395442,2002590_0001,WSB
HBI_b_33,25,25,2.6987199783325195,2.58077073097229,0.0394568443298339,0.5181237459182739,1.0,2.9620048999786377,0.0,2.58077073097229,[0],7.376906305551529,0.7617751806974411,0.5122601985931396,1,189.90582275390625,1.0,0.0,1.0,3.086769342422486,1.0,0.6597,0.6597,0.2574328213976771,2002613_0004,WSB
HBI_b_34,26,26,2.3717613220214844,1.7411926984786987,0.0566394254565238,0.1727574914693832,1.0,0.7526746392250061,0.0,1.7411926984786987,[0],5.035712584853172,0.8555470108985901,0.6394760608673096,1,176.3411102294922,1.0,0.0,1.0,0.6373018622398376,1.0,0.9528,0.9528,0.5212786259261855,2002713_0000,WSB
HBI_b_35,27,27,2.526310920715332,1.982793092727661,0.03849932923913,0.1942160576581955,1.0,1.0383567810058594,0.0,1.982793092727661,[0],5.148277148604393,0.8323189467191696,0.575724720954895,1,176.3411102294922,1.0,0.0,1.0,0.7596736550331116,1.0,0.9361,0.9361,0.4485665700305972,2002713_0004,WSB
HBI_b_37,28,28,2.233786106109619,1.959630370140076,0.0188985727727413,0.2103336602449417,1.0,1.1673091650009155,0.0,1.959630370140076,[0],3.948770254850388,0.8785751014947891,0.6448851823806763,1,176.34112548828125,1.0,0.0,1.0,0.8279680609703064,1.0,0.9371,0.9371,0.5309421785016015,2002713_1006,WSB
HBI_b_38,29,29,2.13565993309021,1.4408241510391235,0.0376566611230373,0.2781145870685577,1.0,0.5987598896026611,0.0,1.4408241510391235,[0],3.985641524195671,0.902395986020565,0.7248631715774536,1,230.59991455078125,1.0,0.0,1.0,1.0976592302322388,1.0,0.9117,0.9117,0.5963553841134811,2002745_0000,WSB
HBI_b_39,30,30,2.527625560760498,1.4433382749557495,0.0285673029720783,0.2062471956014633,1.0,0.5358649492263794,0.0,1.4433382749557495,[0],5.838530093431473,0.8511397987604141,0.6287429928779602,1,230.59991455078125,1.0,0.0,1.0,0.8265750408172607,1.0,0.9486,0.9486,0.5076415677504569,2002745_0001,WSB
HBI_b_40,31,31,2.312138080596924,1.465515375137329,0.0207388270646333,0.2581178545951843,1.0,0.5191088318824768,0.0,1.465515375137329,[0],4.95648455619812,0.87820865213871,0.6767841577529907,1,230.59991455078125,1.0,0.0,1.0,1.086510419845581,1.0,0.9121,0.9121,0.5421136608781034,2002745_0003,WSB
HBI_b_41,32,32,2.220349073410034,1.4278732538223269,0.0283313021063804,0.3306659460067749,1.0,0.6490397453308105,0.0,1.4278732538223269,[0],4.358861789107323,0.8895484432578087,0.7070138454437256,1,230.59991455078125,1.0,0.0,1.0,1.591738224029541,1.0,0.8422,0.8422,0.5296790058282613,2002745_0004,WSB
HBI_b_43,33,33,2.1141812801361084,1.3334755897521973,0.04389139264822,0.2294853925704956,1.0,0.5471775531768799,0.0,1.3334755897521973,[0],4.139656528830528,0.8988184705376625,0.7348226308822632,1,230.59991455078125,1.0,0.0,1.0,0.8193657398223877,1.0,0.9465,0.9465,0.6251368930095331,2002745_0008,WSB
HBI_b_44,34,34,2.262355327606201,2.058039665222168,0.0213093589991331,0.2360626310110092,1.0,1.0455220937728882,0.0,2.058039665222168,[0],4.268039628863335,0.8815358281135559,0.6403809785842896,1,189.90582275390625,1.0,0.0,1.0,1.0881171226501465,1.0,0.9009,0.9009,0.5085749655366619,2002766_0000,WSB
HBI_b_45,35,35,2.138369560241699,1.7072428464889526,0.0161173157393932,0.2969522774219513,1.0,0.7731229662895203,0.0,1.7072428464889526,[0],3.669078171253204,0.9110621511936188,0.7045820951461792,1,189.90582275390625,1.0,0.0,1.0,0.9970154762268066,1.0,0.9064,0.9064,0.5818345470742433,2002766_0001,WSB
HBI_b_46,36,36,2.4609861373901367,1.8402379751205444,0.0347517505288124,0.2920162677764892,1.0,0.7281477451324463,0.0,1.8402379751205444,[0],4.807262137532234,0.860689327120781,0.6231027841567993,1,189.90582275390625,1.0,0.0,1.0,1.6344128847122192,1.0,0.7989,0.7989,0.4284484051107753,2002766_0002,WSB
HBI_b_49,37,37,2.48227334022522,1.686032772064209,0.0177411697804927,0.1674102395772934,1.0,0.6353605389595032,0.0,1.686032772064209,[0],4.797053351998329,0.8602458834648132,0.6129359602928162,1,189.90582275390625,1.0,0.0,1.0,0.6502035856246948,1.0,0.9535,0.9535,0.502757319564318,2002766_0003,WSB
HBI_b_50,38,38,2.360095262527466,1.665068507194519,0.0288910567760467,0.2049068808555603,1.0,0.6823424696922302,0.0,1.665068507194519,[0],5.099493011832237,0.8578875213861465,0.651444137096405,1,189.90582275390625,1.0,0.0,1.0,1.057268500328064,1.0,0.8927,0.8927,0.49889949617416,2002766_0004,WSB
HBI_b_53,39,39,2.343867778778076,1.64082932472229,0.0519599057734012,0.2428915649652481,1.0,0.7189604640007019,0.0,1.64082932472229,[0],4.683638826012611,0.8727118819952011,0.6524190902709961,1,189.90582275390625,1.0,0.0,1.0,1.2733107805252075,1.0,0.866,0.866,0.4930777905759183,2002766_0006,WSB
HBI_b_55,40,40,2.031245708465576,1.677147626876831,0.0218853689730167,0.2305494099855423,1.0,4.424749851226807,0.0,1.677147626876831,[0],3.516651995480061,0.9062442556023598,0.7126138806343079,1,203.47052001953125,1.0,0.0,1.0,0.7861847281455994,1.0,0.9417,0.9417,0.6081519654409449,2002787_0005,WSB
HBI_b_56,41,41,2.323118209838867,1.6512737274169922,0.0351906232535839,0.2281370460987091,1.0,3.9075229167938232,0.0,1.6512737274169922,[0],5.102626785635948,0.8610870987176895,0.6459633111953735,1,217.03521728515625,1.0,0.0,1.0,0.9243659377098083,1.0,0.9281,0.9281,0.5162376880895464,2002922_1013,WSB
TMB2.1,42,42,2.3164303302764893,2.064746856689453,0.0128216492012143,0.3305458128452301,1.0,4.273460388183594,0.0,2.064746856689453,[0],5.205018594861031,0.839592233300209,0.6427633762359619,1,217.03521728515625,1.0,0.0,1.0,1.3937324285507202,1.0,0.8602,0.8602,0.4642147909699865,2002922_1018,TMB
TMB2.12,43,43,2.2678189277648926,1.8203164339065552,0.0116589469835162,0.1827152371406555,1.0,3.833913564682007,0.0,1.8203164339065552,[0],4.218108043074608,0.8755043596029282,0.6186312437057495,1,176.3411102294922,1.0,0.0,1.0,0.7136645317077637,1.0,0.9422,0.9422,0.5103090413717795,2002949_0000,TMB
TMB2.14,44,44,2.511529445648194,1.9577771425247192,0.0511341169476509,0.2430944293737411,1.0,3.724914789199829,0.0,1.9577771425247192,[0],6.065461695194244,0.8136152178049088,0.5456358194351196,1,176.3411102294922,1.0,0.0,1.0,0.919094979763031,1.0,0.9085,0.9085,0.4033173151162891,2002949_0007,TMB
TMB2.15,45,45,2.134805202484131,1.7031207084655762,0.0168986171483993,0.2341687381267547,1.0,4.757003784179688,0.0,1.7031207084655762,[0],4.675590977072716,0.8604736328125,0.6852997541427612,1,227.8869781494141,1.0,0.0,1.0,0.808936595916748,1.0,0.9464,0.9464,0.5580753940336523,2002990_0006,TMB
TMB2.17,46,46,2.40160870552063,1.6740484237670898,0.0252795424312353,0.2823040783405304,1.0,3.8597002029418954,0.0,1.6740484237670898,[0],5.612356066703796,0.8259940892457962,0.6384485363960266,1,230.5999298095703,1.0,0.0,1.0,1.0398128032684326,1.0,0.9219,0.9219,0.4861683139256542,2002990_1031,TMB
TMB2.18,47,47,2.373740196228028,1.8503217697143557,0.0336674079298973,0.2714808583259582,1.0,3.4939208030700684,0.0,1.8503217697143557,[0],5.550911650061607,0.833494171500206,0.6309094429016113,1,230.59991455078125,1.0,0.0,1.0,1.4778231382369995,1.0,0.886,0.886,0.4659113782550004,2002990_1039,TMB
TMB2.19,48,48,2.316411256790161,1.8481745719909668,0.0196415428072214,0.2112688273191452,1.0,3.787193298339844,0.0,1.8481745719909668,[0],4.793189257383347,0.8575804978609085,0.6281949281692505,1,189.90582275390625,1.0,0.0,1.0,0.6709110140800476,1.0,0.9515,0.9515,0.512599424869309,2003048_0003,TMB
TMB2.2,49,49,2.6595020294189453,1.989204168319702,0.0313117206096649,0.2128716856241226,1.0,2.9102606773376465,0.0,1.989204168319702,[0],6.352730914950371,0.8064962029457092,0.5088562965393066,1,189.90582275390625,1.0,0.0,1.0,0.6445744633674622,1.0,0.9546,0.9546,0.3917589345403865,2003048_0005,TMB
TMB2.20,50,50,2.3249728679656982,1.9086148738861084,0.0308434385806322,0.2319001853466034,1.0,3.77378249168396,0.0,1.9086148738861084,[0],5.120671853423119,0.8501750826835632,0.627787709236145,1,189.90582275390625,1.0,0.0,1.0,0.894477367401123,1.0,0.927,0.927,0.4947672164722121,2003048_1024,TMB
TMB2.21,51,51,2.253498315811157,2.1869614124298096,0.0315664745867252,0.2696883380413055,1.0,3.957541942596436,0.0,2.1869614124298096,[0],4.460582867264748,0.8550526648759842,0.6400855779647827,1,189.90582275390625,1.0,0.0,1.0,1.54378342628479,1.0,0.8061,0.8061,0.4411840753130212,2003048_1050,TMB
TMB2.22,52,52,2.1227245330810547,1.7230875492095947,0.0157222226262092,0.2074928432703018,1.0,4.280033588409424,0.0,1.7230875492095947,[0],3.870118029415608,0.8916796669363976,0.6909472942352295,1,203.47052001953125,1.0,0.0,1.0,0.7768338918685913,1.0,0.9456,0.9456,0.582587614460506,2003205_0000,TMB
TMB2.23,53,53,2.12898588180542,1.715023159980774,0.0220784079283475,0.202721819281578,1.0,4.1243815422058105,0.0,1.715023159980774,[0],3.838102862238884,0.8879224061965942,0.6929917335510254,1,203.47052001953125,1.0,0.0,1.0,0.5706587433815002,1.0,0.9683,0.9683,0.5958171519943071,2003205_0002,TMB
TMB2.24,54,54,2.1120550632476807,1.5088298320770264,0.0165334027260541,0.1569204479455948,1.0,3.8935911655426025,0.0,1.5088298320770264,[0],3.759829193353653,0.907650887966156,0.6930104494094849,1,203.47052001953125,1.0,0.0,1.0,0.4368115663528442,1.0,0.9802,0.9802,0.6165571210907721,2003205_0003,TMB
TMB2.25,55,55,2.524493932723999,1.9249422550201416,0.034992903470993,0.367680549621582,1.0,3.1499950885772705,0.0,1.9249422550201416,[0],6.135313346982002,0.8055458664894104,0.5818885564804077,1,203.47052001953125,1.0,0.0,1.0,1.7456140518188477,1.0,0.786,0.786,0.3684280062442018,2003205_0006,TMB
TMB2.26,56,56,2.2724316120147705,1.7626618146896362,0.0246161445975303,0.2633581757545471,1.0,3.607298612594605,0.0,1.7626618146896362,[0],4.599260210990906,0.8633725792169571,0.650047779083252,1,203.47052001953125,1.0,0.0,1.0,0.9242987036705016,1.0,0.9231,0.9231,0.5180745770557412,2003205_0008,TMB
TMB2.27,57,57,2.421262741088867,2.0432465076446533,0.0280177891254425,0.2668312489986419,1.0,4.203227043151856,0.0,2.0432465076446533,[0],5.814820304512978,0.8121913373470306,0.5957873463630676,1,203.47052001953125,1.0,0.0,1.0,1.1334149837493896,1.0,0.892,0.892,0.4316328428824161,2003205_1035,TMB
TMB2.28,58,58,2.1384711265563965,1.6863049268722534,0.0195241570472717,0.2279568016529083,1.0,4.531946659088135,0.0,1.6863049268722534,[0],4.171097740530968,0.8936365321278572,0.6972389221191406,1,244.16461181640625,1.0,0.0,1.0,0.8799319863319397,1.0,0.9419,0.9419,0.5868773306090986,2003245_0004,TMB
TMB2.29,59,59,2.228140115737915,1.7731208801269531,0.0132895950227975,0.2028728425502777,1.0,4.441247463226318,0.0,1.7731208801269531,[0],4.513957262039185,0.8682162761688232,0.6651984453201294,1,217.03521728515625,1.0,0.0,1.0,0.5918588042259216,1.0,0.9674,0.9674,0.5587084396913756,2003265_0007,TMB
TMB2.3,60,60,2.093998670578003,1.606878638267517,0.0168875753879547,0.1768720149993896,1.0,4.556514739990234,0.0,1.606878638267517,[0],4.021822661161423,0.8933864682912827,0.6872305870056152,1,217.03521728515625,1.0,0.0,1.0,0.6105408072471619,1.0,0.9668,0.9668,0.5935789517934055,2003265_1034,TMB
TMB2.30,61,61,1.9350086450576784,1.5376652479171753,0.0106977969408035,0.1332199722528457,1.0,3.764945268630981,0.0,1.5376652479171753,[0],3.076614074409008,0.922228328883648,0.738935112953186,1,176.3411102294922,1.0,0.0,1.0,0.4646448493003845,1.0,0.9732,0.9732,0.6632035816030896,2003285_0000,TMB
TMB2.31,62,62,2.31172776222229,1.782636284828186,0.0167189147323369,0.337114930152893,1.0,3.655198812484741,0.0,1.782636284828186,[0],4.847285658121109,0.8701116591691971,0.6477360725402832,1,230.59991455078125,1.0,0.0,1.0,1.5658267736434937,1.0,0.8644,0.8644,0.4871781814709578,2003308_0004,TMB
TMB2.32,63,63,2.5475988388061523,1.7997369766235352,0.0296752341091632,0.2967253029346466,1.0,3.831107378005981,0.0,1.7997369766235352,[0],6.913505047559738,0.8058067262172699,0.6004564762115479,1,230.59991455078125,1.0,0.0,1.0,1.2757093906402588,1.0,0.8892,0.8892,0.4302410804316013,2003308_0005,TMB
TMB2.33,64,64,2.550952434539795,2.012579202651977,0.0477966330945491,0.3111966252326965,1.0,3.916518688201904,0.0,2.012579202651977,[0],7.149973317980766,0.7869423776865005,0.5697572231292725,1,230.59991455078125,1.0,0.0,1.0,1.1696603298187256,1.0,0.9065,0.9065,0.4064438731612441,2003308_0009,TMB
TMB2.34,65,65,2.07939076423645,1.4957293272018433,0.0144311543554067,0.2689835131168365,1.0,3.878002405166626,0.0,1.4957293272018433,[0],4.105373024940491,0.8987050205469131,0.7110582590103149,1,230.59991455078125,1.0,0.0,1.0,0.8137671947479248,1.0,0.9464,0.9464,0.6047795320520354,2003308_1010,TMB
TMB2.35,66,66,2.1253821849823,1.8668750524520876,0.0198562648147344,0.2434865236282348,1.0,4.155252456665039,0.0,1.8668750524520876,[0],3.937364593148232,0.892733745276928,0.6927378177642822,1,203.47052001953125,1.0,0.0,1.0,0.9149919152259828,1.0,0.9269,0.9269,0.5732231623670386,2003333_0000,TMB
TMB2.36,67,67,2.413142681121826,1.9160270690917969,0.0210593845695257,0.2160727381706237,1.0,3.9146456718444815,0.0,1.9160270690917969,[0],5.746457472443581,0.8137727677822113,0.6091585159301758,1,203.47052001953125,1.0,0.0,1.0,1.060205101966858,1.0,0.9009,0.9009,0.446591095324317,2003333_0005,TMB
TMB2.37,68,68,1.856356501579285,1.6049076318740845,0.009949711151421,0.1765708774328231,1.0,4.752264499664307,0.0,1.6049076318740845,[0],3.1031749323010445,0.922119751572609,0.759513258934021,1,203.47052001953125,1.0,0.0,1.0,0.550298273563385,1.0,0.9694,0.9694,0.6789310950084252,2003333_0006,TMB
TMB2.38,69,69,2.224147081375122,1.751256227493286,0.0254330895841121,0.215381771326065,1.0,3.36999773979187,0.0,1.751256227493286,[0],4.416594550013542,0.8718432933092117,0.6595821380615234,1,203.47052001953125,1.0,0.0,1.0,0.9837238192558287,1.0,0.9172,0.9172,0.5274379360413752,2003333_1006,TMB
TMB2.39,70,70,2.5142505168914795,2.066918134689331,0.0419717319309711,0.2381316274404525,1.0,3.5266692638397217,0.0,2.066918134689331,[0],6.169954851269722,0.8111876398324966,0.5592418909072876,1,203.47052001953125,1.0,0.0,1.0,1.058872103691101,1.0,0.9014,0.9014,0.4089202087759034,2003333_1013,TMB
TMB2.4,71,71,2.099541187286377,1.426292061805725,0.0168164335191249,0.1588968783617019,1.0,4.296205520629883,0.0,1.426292061805725,[0],4.067392185330391,0.8926122635602951,0.7193094491958618,1,244.16461181640625,1.0,0.0,1.0,0.4727198183536529,1.0,0.9816,0.9816,0.630250450031122,2003360_0005,TMB
TMB2.41,72,72,2.328343152999878,1.9221570491790767,0.0209091082215309,0.3427963256835937,1.0,3.815861225128174,0.0,1.9221570491790767,[0],5.640582203865051,0.8427564203739166,0.6452089548110962,1,244.1646270751953,1.0,0.0,1.0,1.3788785934448242,1.0,0.8767,0.8767,0.4767091222876258,2003360_1013,TMB
TMB2.42,73,73,2.171398401260376,1.85897958278656,0.0244169682264328,0.2198815196752548,1.0,3.7419955730438232,0.0,1.85897958278656,[0],4.192484453320503,0.8670395910739899,0.6845408082008362,1,189.90582275390625,1.0,0.0,1.0,0.8441661596298218,1.0,0.9333,0.9333,0.5539359327887703,2003382_0002,TMB
TMB2.43,74,74,2.1724154949188232,1.7503535747528076,0.0523008853197097,0.2194349914789199,1.0,4.024422645568848,0.0,1.7503535747528076,[0],4.346792787313461,0.8794190436601639,0.6629652976989746,1,189.90582275390625,1.0,0.0,1.0,0.7706085443496704,1.0,0.9405,0.9405,0.5483343617514108,2003382_0004,TMB
TMB2.44,75,75,2.100494146347046,2.010774850845337,0.046732198446989,0.2738772928714752,1.0,3.43738317489624,0.0,2.010774850845337,[0],4.067845806479454,0.8786692470312119,0.6657032370567322,1,189.90582275390625,1.0,0.0,1.0,1.3252428770065308,1.0,0.8608,0.8608,0.5035102937333968,2003382_0009,TMB
TMB2.45,76,76,2.415413379669189,1.9542973041534424,0.0291042029857635,0.2671363949775696,1.0,3.81404709815979,0.0,1.9542973041534424,[0],5.284721955657005,0.8388612121343613,0.5993003249168396,1,189.90582275390625,1.0,0.0,1.0,1.1990596055984497,1.0,0.8684,0.8684,0.4365705557080756,2003382_1021,TMB
TMB2.47,77,77,2.3132364749908447,1.935012936592102,0.0249351784586906,0.3202069401741028,1.0,3.798628568649292,0.0,1.935012936592102,[0],5.3152550011873245,0.84806327521801,0.6638233661651611,1,230.59991455078125,1.0,0.0,1.0,1.4616353511810305,1.0,0.8685,0.8685,0.4889344233992412,2003414_1018,TMB
TMB2.48,78,78,2.4230051040649414,2.1216070652008057,0.0232904069125652,0.2462977617979049,1.0,3.945865154266357,0.0,2.1216070652008057,[0],5.180673182010651,0.8431857228279114,0.580915093421936,1,176.3411102294922,1.0,0.0,1.0,1.0427474975585938,1.0,0.8872,0.8872,0.4345676944480146,2003455_0001,TMB
TMB2.49,79,79,2.2953855991363525,1.8822908401489256,0.0238507091999053,0.2055772989988327,1.0,3.62943434715271,0.0,1.8822908401489256,[0],4.521798625588417,0.8627938330173492,0.6110321283340454,1,176.3411102294922,1.0,0.0,1.0,0.7430770993232727,1.0,0.945,0.945,0.4981990407364655,2003455_0002,TMB
TMB2.5,80,80,2.7449350357055664,2.214463949203491,0.0700690224766731,0.2096530050039291,1.0,3.328452110290528,0.0,2.214463949203491,[0],7.473977074027061,0.73422771692276,0.4856232404708862,1,176.3411102294922,1.0,0.0,1.0,0.7967202663421631,1.0,0.9309,0.9309,0.3319198823549033,2003455_0009,TMB
TMB2.50,81,81,2.241147756576538,2.0031898021698,0.0208059512078762,0.2323034107685089,1.0,4.044881820678711,0.0,2.0031898021698,[0],4.08951660990715,0.8814048543572426,0.6352342367172241,1,168.20230102539062,1.0,0.0,1.0,1.032495141029358,1.0,0.8914,0.8914,0.4990935584637214,2003455_1023,TMB
TMB2.51,82,82,2.3914737701416016,1.9699761867523196,0.0361031256616115,0.2530789971351623,1.0,3.89279055595398,0.0,1.9699761867523196,[0],5.927613064646721,0.8184612393379211,0.6096239686012268,1,217.03521728515625,1.0,0.0,1.0,0.9329374432563782,1.0,0.9246,0.9246,0.4613324882705538,2003485_0000,TMB
