,prot,filename,plddt
51,251834,251834_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,40.19233635448137
52,187588,187588_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,32.14359974424552
53,187244,187244_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,41.824775672981055
54,65642,65642_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.64560178306092
55,53896,53896_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,38.11174610894942
56,163452,163452_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,68.15298319327731
57,53516,53516_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,69.84635084427767
58,81908,81908_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,63.20256528417819
59,52382,52382_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.710175
60,29838,29838_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,42.08587579025661
61,108654,108654_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,55.131581676750216
62,32291,32291_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,31.83190063091483
63,149740,149740_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,32.10041105598866
64,108047,108047_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,42.29856910569106
65,156794,156794_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,46.43344839985617
66,245450,245450_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,61.23998496240601
67,167390,167390_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,30.16262415054888
68,149746,149746_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,36.78373864982235
69,5396,5396_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,49.40802559414991
70,30856,30856_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,31.77602685624013
71,110696,110696_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,62.06051316227924
72,170196,170196_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.67431702544032
73,175159,175159_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,46.34502651113469
74,251419,251419_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.42226091615323
75,155638,155638_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,47.7160221402214
76,168679,168679_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,34.58464711729622
77,227152,227152_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,52.10959936533121
78,152819,152819_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.68661946094107
79,288161,288161_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,32.759328429804924
80,249713,249713_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,38.70879785418192
81,111312,111312_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,44.44576385950064
82,80943,80943_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,34.230800464037124
83,144632,144632_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,70.466115
84,99259,99259_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,40.7469000853971
85,224296,224296_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,35.518317823908376
86,109786,109786_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,46.72566428003182
87,172609,172609_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.940973289425536
88,32134,32134_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,41.89287486218303
89,236680,236680_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,78.25749103942653
90,170308,170308_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,42.48227352425483
91,46399,46399_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.20112467097392
92,197388,197388_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,45.54717904233171
93,43289,43289_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,48.10937425506555
94,169591,169591_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,41.371356287425144
95,53871,53871_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.79033076574536
96,205368,205368_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,29.82776287553648
97,286568,286568_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.6525925925926
98,78546,78546_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.08379568345324
99,107139,107139_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,45.46827415359208
100,156428,156428_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,87.06071979434446
101,111558,111558_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.686123686337915
102,144606,144606_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,38.67242203052422
103,204817,204817_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,34.17860918544194
104,155793,155793_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,61.30460698689957
105,168323,168323_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,44.511569395017794
106,170628,170628_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,34.69269320162696
107,150595,150595_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,47.87972658772875
108,232226,232226_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,34.10783858998145
109,11715,11715_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,44.286397222910985
110,151604,151604_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.252718508997425
111,149635,149635_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,38.15394844517185
112,156738,156738_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,60.715372585096596
113,243513,243513_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,55.490186092066594
114,158311,158311_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,44.61024143739472
115,214951,214951_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.440136479954504
116,45379,45379_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,38.94801816239316
117,153958,153958_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,32.92638625592417
118,184450,184450_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.56263157894737
119,156099,156099_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,34.98064035740879
120,168377,168377_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,40.07415730337079
121,180427,180427_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.53139622641509
122,28587,28587_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,41.12464334705075
123,155928,155928_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,46.35375381485249
124,12618,12618_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,62.473178217821776
125,152125,152125_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,48.68415744157441
126,252784,252784_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,34.25924313115603
127,152432,152432_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,66.2110165184244
128,167646,167646_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.1261396814864
129,21126,21126_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.76755102040816
130,35540,35540_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,46.273270417422864
131,166721,166721_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.98204702627939
132,167872,167872_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,44.988444231689805
133,252587,252587_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,49.52916506101477
134,210200,210200_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,46.64255534471854
135,116928,116928_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,75.52721040189125
136,57299,57299_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,52.15182728410513
137,168695,168695_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.153389955686855
138,251933,251933_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,79.43509132420091
139,13000,13000_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,35.174194414607946
140,54683,54683_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,36.51157805907173
141,168721,168721_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,38.13000000000001
142,6483,6483_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,41.521078266711456
143,217569,217569_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,42.68075237399562
144,46940,46940_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.78253776435045
145,158698,158698_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,49.338328471411906
146,170128,170128_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,45.813006198347104
147,205468,205468_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,47.764674022066195
148,166365,166365_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,39.43600174978128
149,231250,231250_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,66.92376076555024
150,156639,156639_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,38.25429184549356
151,205698,205698_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,34.34888350455515
152,227443,227443_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,40.55178636089318
153,168652,168652_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.83625
154,219496,219496_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.10294197488972
155,51217,51217_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,38.08700109649123
156,11693,11693_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,39.07183227625088
157,241622,241622_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,32.24536157779401
158,68736,68736_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,29.11763779527559
159,170193,170193_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,37.98372920252438
160,171105,171105_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,42.79333217993079
161,152406,152406_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,54.31220143884891
162,153481,153481_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,40.07253648716658
163,172494,172494_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,63.028467153284666
164,144916,144916_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.03021102497846
165,51141,51141_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.6617202268431
166,194308,194308_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,72.54396984924622
167,153518,153518_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,38.65596491228071
168,155653,155653_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,75.68046717171717
169,199517,199517_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,41.801918932786045
170,197243,197243_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,38.80561521939245
171,51752,51752_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,58.10324237560192
172,166747,166747_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,38.07267351129363
173,155897,155897_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,63.87771428571428
174,133235,133235_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,57.60032733224223
175,87724,87724_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,43.387514213518635
176,215248,215248_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,66.77810567010309
177,60678,60678_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,42.62746410186942
178,224060,224060_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.59799748110831
179,158363,158363_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,37.30006814310052
180,29287,29287_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,39.100756200846945
181,158575,158575_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,43.75345545977011
182,190352,190352_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,48.55714617169374
183,167811,167811_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,63.9907056892779
184,161240,161240_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,43.04788425047438
185,194236,194236_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,44.14204703832752
186,150554,150554_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,51.84966796032773
187,188851,188851_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,51.39324086161879
188,166053,166053_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.84811237928007
189,156035,156035_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,40.90429696287965
190,250710,250710_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.94273740386125
191,166379,166379_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,34.47917517972001
192,11337,11337_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,64.92214367160776
193,190756,190756_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,60.648312361213925
194,160335,160335_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,40.25150870406189
195,217576,217576_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.5176630778974
196,150540,150540_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.88776200417536
197,74637,74637_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,66.28730864197532
198,108529,108529_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,40.46165341376474
199,252717,252717_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.8513800750597
200,155745,155745_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,41.889027951606174
201,111255,111255_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,42.90649743589744
202,98717,98717_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.458843578819234
203,159516,159516_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.51323409223584
204,22763,22763_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,44.75657989877079
205,156073,156073_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,56.994122893954405
206,165694,165694_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,29.920883058710608
207,287551,287551_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,59.167290566037735
208,252246,252246_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.05618535586277
209,156181,156181_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,88.23619392185239
210,159542,159542_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.67741523557904
211,166007,166007_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,40.44395485770363
212,216278,216278_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,44.829875
213,181748,181748_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,44.411032679738554
214,153594,153594_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.8805230170737
215,217910,217910_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,42.67969888663967
216,97260,97260_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.21146870653686
217,152662,152662_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,47.73773318042814
218,151213,151213_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,38.66582963827305
219,178323,178323_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,41.67235294117648
220,152077,152077_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.602146643109535
221,169798,169798_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,36.47564794007491
222,166065,166065_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,42.382008547008546
223,157087,157087_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,32.70759265795976
224,150374,150374_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.54118357487923
225,205444,205444_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.386840141764594
226,171191,171191_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,28.42101031553398
227,288516,288516_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,46.666879076768694
228,237828,237828_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,55.64278940027895
229,29247,29247_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,38.07113276089828
230,159523,159523_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,32.01400997506234
231,12384,12384_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,41.06276326207443
232,169971,169971_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,39.04905854800937
233,57932,57932_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.04508809523809
234,69427,69427_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,70.77483362521892
235,119041,119041_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,41.78783540022548
236,155408,155408_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,40.26397198879552
237,61550,61550_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,87.15014696058783
238,163435,163435_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.8270786199095
239,32350,32350_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.71196767392832
240,122030,122030_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.361458390552045
241,191966,191966_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,44.40740223463687
242,184799,184799_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,36.128186440677965
243,22874,22874_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,34.489980614788145
244,150637,150637_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,50.57749736008447
245,52984,52984_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,44.10568224804107
246,163226,163226_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.20062364031907
247,207405,207405_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.62432182133899
248,152335,152335_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.45841834988018
249,164929,164929_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,32.238703384968446
250,167779,167779_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.41070257611241
251,170858,170858_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,37.171703910614525
252,108282,108282_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,55.3259645232816
253,234505,234505_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,38.44378006872852
254,157133,157133_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,31.99941940137036
255,162650,162650_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,40.72027678571429
256,164018,164018_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,29.747443412652352
257,154882,154882_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,43.37060276679842
258,46913,46913_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,33.88138461538461
259,286808,286808_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,31.355085892764187
260,21734,21734_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,75.55072120559741
261,30778,30778_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,38.57222190284565
262,238970,238970_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,41.107887168141595
263,167891,167891_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,37.28643597181931
264,191981,191981_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000.pdb,41.445975762641034
265,154457,154457_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,42.27993827160494
266,155901,155901_unrelaxed_rank_001_alphafold2_ptm_model_1_seed_000.pdb,39.41759318423855
267,28696,28696_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,32.465479297567256
268,152130,152130_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,40.7327712724434
269,155308,155308_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,32.29923341523342
270,166719,166719_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,35.78832437275986
271,219488,219488_unrelaxed_rank_001_alphafold2_ptm_model_4_seed_000.pdb,37.80724137931035
272,58274,58274_unrelaxed_rank_001_alphafold2_ptm_model_3_seed_000.pdb,44.01453836684448
273,158316,158316_unrelaxed_rank_001_alphafold2_ptm_model_2_seed_000.pdb,41.66819218241043
