,prot,filename,plddt,rmsd,wrmsd,type,rmsd_rank,designable,designable_w
673,AF-A0A8B5USD4-F1,sample_8,82.63809558291092,1.414901436833011,0.8946029921680693,AFDB (light),1.0,1,1
677,AF-A0A7J8BB82-F1,sample_4,87.31004677268476,1.1634472757913814,1.1676564217712004,AFDB (light),1.0,1,1
691,AF-A0A1X7UK51-F1,sample_3,59.19724783861671,8.433906783838445,4.3169115237356515,AFDB (light),1.0,0,0
702,AF-A0A645BKE9-F1,sample_10,85.92651162790698,0.6888500853804397,0.4566896126009289,AFDB (light),1.0,1,1
709,AF-A0A7J4V1Q5-F1,sample_1,85.90953349282296,1.5241030011031338,1.2493282518465372,AFDB (light),1.0,1,1
722,AF-A0A450YEY2-F1,sample_2,78.35443458980046,1.8184290634378713,0.544735215006746,AFDB (light),1.0,1,1
728,AF-A0A0P9DQX3-F1,sample_7,82.42158163265306,1.3671673665872008,0.4831969258863156,AFDB (light),1.0,1,1
738,AF-A0A1F3BAF9-F1,sample_6,83.67126491646778,3.484556901035988,0.9374529360604156,AFDB (light),1.0,0,1
758,AF-A0A2U9IIQ3-F1,sample_9,79.64676950998184,2.3305153790297246,1.4159012602191607,AFDB (light),1.0,0,1
769,AF-A0A6L8IB50-F1,sample_9,71.43826359832636,4.801024962020531,2.097196375391669,AFDB (light),1.0,0,0
774,AF-A0A7Y0UUU2-F1,sample_4,84.75349005424954,2.0792662869110985,2.121924277707176,AFDB (light),1.0,0,0
781,AF-A0A369P158-F1,sample_7,87.32824639289679,0.520661454077731,0.45134823132018,AFDB (light),1.0,1,1
798,AF-H0BAJ3-F1,sample_2,79.39412073490814,7.31599023183567,1.3244076175158517,AFDB (light),1.0,0,1
802,AF-A0A7D8Z786-F1,sample_6,90.23925160019694,0.9920245186090096,0.7050067243122795,AFDB (light),1.0,1,1
822,AF-A0A086BIX8-F1,sample_8,78.50616516762061,6.0562842483698685,0.5646728951988935,AFDB (light),1.0,0,1
826,AF-A0A2V7XAD6-F1,sample_5,77.4895311091073,6.75369025940963,5.072545845976547,AFDB (light),1.0,0,0
843,AF-A0A0J8D728-F1,sample_9,84.0703831775701,1.2143171843801126,0.6805721389675444,AFDB (light),1.0,1,1
854,AF-A0A6N7H9U8-F1,sample_9,81.24121484814398,5.431314840758516,4.667653352526795,AFDB (light),1.0,0,0
859,AF-A0A840THC3-F1,sample_5,83.26231775700934,2.0163991859482753,1.3135118035135045,AFDB (light),1.0,0,1
872,AF-A0A3N1XPA3-F1,sample_2,82.47655565293601,1.6779631129159165,1.0500031588042922,AFDB (light),1.0,1,1
880,AF-A0A1E1VIF7-F1,sample_5,78.30460192475941,5.762945369669221,4.787148378684519,AFDB (light),1.0,0,0
898,AF-A0A852ZRZ0-F1,sample_8,90.48918032786884,5.716501673507603,0.5663811681707758,AFDB (light),1.0,0,1
903,AF-A0A849YZB2-F1,sample_1,63.59368595041321,3.048304938084687,2.8954966172175896,AFDB (light),1.0,0,0
919,AF-A0A059NUX9-F1,sample_9,85.46275468922398,0.906291101779436,0.7557224546401993,AFDB (light),1.0,1,1
929,AF-A0A3A1VZI1-F1,sample_10,82.40560754716981,2.764280360177761,2.029302572148751,AFDB (light),1.0,0,0
932,AF-A0A6P1NTY8-F1,sample_6,90.09466052934408,0.4103270376506822,0.2545946665217982,AFDB (light),1.0,1,1
948,AF-A0A7X5F0G8-F1,sample_3,60.746853146853155,7.616352968785683,5.274645628759381,AFDB (light),1.0,0,0
958,AF-A0A7C3FX30-F1,sample_4,84.77209667294414,3.074580360727448,1.5962717837017018,AFDB (light),1.0,0,1
972,AF-A0A7V2ALU7-F1,sample_2,73.18456072351421,2.0509019721705095,1.3874163980852308,AFDB (light),1.0,0,1
981,AF-A0A7G8VFC2-F1,sample_3,72.89506241331483,1.6681962113617388,1.3267274887003555,AFDB (light),1.0,1,1
990,AF-C8NCB0-F1,sample_4,87.26599999999999,0.5182325468198804,0.3214569039519004,AFDB (light),1.0,1,1
1007,AF-A0A0M1JUW0-F1,sample_9,63.42133428981349,9.841975560779831,9.612043730571392,AFDB (light),1.0,0,0
1015,AF-A0A2A4W3H6-F1,sample_2,81.19542,2.2484371468253195,1.6661864125298995,AFDB (light),1.0,0,1
1028,AF-A0A551Y7J7-F1,sample_10,78.98600938967137,2.22975473285552,0.7399347691744265,AFDB (light),1.0,0,1
1035,AF-A0A095D438-F1,sample_1,79.9376680672269,1.5678197470601567,0.966870371696944,AFDB (light),1.0,1,1
1046,AF-A0A401X1M5-F1,sample_1,78.56056514913658,1.072118504542371,0.4654470872234424,AFDB (light),1.0,1,1
1059,AF-W4B8Z4-F1,sample_10,78.0288679245283,1.8512326228497784,1.4225855161320713,AFDB (light),1.0,1,1
1069,AF-A0A7G9RBI0-F1,sample_2,86.67473200612558,3.661233147123659,1.8351248542118193,AFDB (light),1.0,0,1
1078,AF-A0A2U0D426-F1,sample_3,80.86682363804246,0.9325099240649268,0.3827151034101432,AFDB (light),1.0,1,1
1092,AF-A0A4S0WEQ8-F1,sample_10,81.7987063197026,1.5355681372168506,0.3507753384987542,AFDB (light),1.0,1,1
1100,AF-A0A1H9MMF3-F1,sample_3,75.03389209535757,7.108011805303625,5.2498824063043585,AFDB (light),1.0,0,0
1109,AF-A0A7T5E065-F1,sample_4,77.57671755725191,1.123697787469343,0.3157437260236119,AFDB (light),1.0,1,1
1119,AF-A0A0H1B7T1-F1,sample_5,74.79607382550336,0.9233210014250326,0.7198152492084589,AFDB (light),1.0,1,1
1129,AF-A0A0D6Z978-F1,sample_7,84.6535736196319,0.7070508208793199,0.645015578722543,AFDB (light),1.0,1,1
1145,AF-A0A3N2K9H4-F1,sample_10,85.69503649635037,0.4483090530054589,0.2493246915932592,AFDB (light),1.0,1,1
1153,AF-H2P0N0-F1,sample_3,58.546299559471365,4.024906016104702,2.3964004198819504,AFDB (light),1.0,0,0
1161,AF-A0A2E5Y8L1-F1,sample_4,67.61305597579425,3.031553182467409,2.228558707046496,AFDB (light),1.0,0,0
1168,AF-A0A839RCV7-F1,sample_6,78.26352477477477,2.580104070360148,1.466341078632336,AFDB (light),1.0,0,1
1187,AF-A0A0G1XV65-F1,sample_10,85.59874263261297,0.6459550460685928,0.4348641563380543,AFDB (light),1.0,1,1
1196,AF-A0A218VV65-F1,sample_2,74.9158912386707,2.7356407701209493,0.9655518280185604,AFDB (light),1.0,0,1
1201,AF-A0A3D3KMC7-F1,sample_6,90.34764141581212,4.300678193594457,3.0593341489838286,AFDB (light),1.0,0,0
1212,AF-A0A2T6ZLD1-F1,sample_6,82.74923542770628,0.7028559125342004,0.5495333906033529,AFDB (light),1.0,1,1
1223,AF-A0A846PBA3-F1,sample_6,81.53506061791161,12.061596369605205,7.753491340258076,AFDB (light),1.0,0,0
1241,AF-A0A1E7GV96-F1,sample_2,79.5923120567376,1.1528779168612866,0.9497826809622844,AFDB (light),1.0,1,1
1243,AF-A0A3M5SIK9-F1,sample_6,68.85212475633529,2.782556251531814,1.985799536095918,AFDB (light),1.0,0,0
1258,AF-Q0AQQ5-F1,sample_1,66.84938741721854,4.290739808250767,2.865931398656987,AFDB (light),1.0,0,0
1266,AF-G8LZS2-F1,sample_4,63.88353049907578,5.466255273538308,3.8620256078654127,AFDB (light),1.0,0,0
1283,AF-A0A147ENL2-F1,sample_9,81.39177832919769,3.6409727553163664,2.3554897835774415,AFDB (light),1.0,0,0
1290,AF-A0A1U9KTM5-F1,sample_3,80.45427642276422,3.1745758847343306,2.127275878946061,AFDB (light),1.0,0,0
1302,AF-A0A7J5ET74-F1,sample_2,77.97142523364487,2.8253470014826023,0.6495354653436016,AFDB (light),1.0,0,1
1314,AF-A0A2E2N3C8-F1,sample_9,85.31021410579345,1.437167370002811,0.4958574564964443,AFDB (light),1.0,1,1
1324,AF-A0A7C6AQD0-F1,sample_10,93.99993610223642,9.65444533686278,3.897035279433718,AFDB (light),1.0,0,0
1336,AF-F4A0W3-F1,sample_9,83.08636788048553,3.0857083128136744,0.49644546890419,AFDB (light),1.0,0,1
1341,AF-A0A2H0BU97-F1,sample_4,74.12178187403994,6.624129967501439,5.907449432914827,AFDB (light),1.0,0,0
1357,AF-A0A1Q4X182-F1,sample_8,87.59538307794804,10.09627326405319,1.3237717358651793,AFDB (light),1.0,0,1
1362,AF-A0A2N6A072-F1,sample_1,82.91730449251249,0.6627333132597281,0.3481411300150962,AFDB (light),1.0,1,1
1372,AF-A0A7V0J1D0-F1,sample_4,92.43282327586208,0.277856555630341,0.2412115933509101,AFDB (light),1.0,1,1
1378,AF-A0A1Z3MXV0-F1,sample_6,82.14897838899805,0.6191928558543106,0.2766291549833256,AFDB (light),1.0,1,1
1391,AF-Q7M2H2-F1,sample_1,88.79293768545993,0.5748845048223821,0.4340943280138213,AFDB (light),1.0,1,1
1400,AF-A0A376L5G3-F1,sample_5,51.7937908496732,2.3457658695543646,1.3835781289459776,AFDB (light),1.0,0,0
1415,AF-A0A0J9U3K8-F1,sample_3,69.60080124465189,9.73316410113848,6.760187822952031,AFDB (light),1.0,0,0
1426,AF-N9EX04-F1,sample_2,78.97274065685166,0.7116191748436486,0.4075262743663681,AFDB (light),1.0,1,1
1433,AF-R7BGM2-F1,sample_5,74.17640449438203,9.716570706861749,7.408114388853792,AFDB (light),1.0,0,0
1445,AF-A0A0B0I1H3-F1,sample_4,85.64340292275574,1.590455445239515,1.146902093884817,AFDB (light),1.0,1,1
1459,AF-A0A3L7MQ71-F1,sample_2,66.98454726368159,3.857969055574829,1.475429785009191,AFDB (light),1.0,0,0
1466,AF-A0A2I1DPL6-F1,sample_7,75.70940659340658,4.329513398884804,1.894586444882801,AFDB (light),1.0,0,1
1477,AF-A0A7X6TB54-F1,sample_5,80.61626841243863,0.4628190867327678,0.3464220529523204,AFDB (light),1.0,1,1
1489,AF-A0A850A3X7-F1,sample_4,80.13490286771507,0.7063007223755886,0.3848936890292062,AFDB (light),1.0,1,1
1507,AF-A0A4R6T472-F1,sample_8,79.23383333333332,4.408685974302442,1.190708683951938,AFDB (light),1.0,0,1
1512,AF-A0A7Y1SR75-F1,sample_1,91.57632164718976,0.5725390778373846,0.4527679269230173,AFDB (light),1.0,1,1
1529,AF-A0A015KBE5-F1,sample_8,85.3892297979798,1.9970064557902687,0.9476913657662204,AFDB (light),1.0,1,1
1532,AF-A0A0S7WLD5-F1,sample_5,82.71481012658228,0.9639151554669304,0.2947297921290744,AFDB (light),1.0,1,1
1547,AF-A0A6B1FLF4-F1,sample_2,88.68960169491525,3.690050583981604,3.5859099632691867,AFDB (light),1.0,0,0
1562,AF-A0A3N9UJ36-F1,sample_8,79.28902263374485,1.5071100654136464,1.3432266502418253,AFDB (light),1.0,1,1
1565,AF-A0A0F9JV63-F1,sample_5,81.61074866310162,0.7314024792912772,0.4676584362606196,AFDB (light),1.0,1,1
1580,AF-A0A6P1VIC8-F1,sample_2,73.5180389221557,1.9101284908564808,0.7782458002021667,AFDB (light),1.0,1,1
1593,AF-A0A0H4T0H2-F1,sample_10,74.83687722873152,6.929482464064165,6.22819648888504,AFDB (light),1.0,0,0
1599,AF-A0A1F3BKP2-F1,sample_4,77.38480582524272,1.621178283760461,1.1900395192466031,AFDB (light),1.0,1,1
1612,AF-A0A6C0LWW8-F1,sample_1,81.42140058055152,0.976832752715758,0.6520456239102744,AFDB (light),1.0,1,1
1622,AF-A0A848CAL4-F1,sample_1,87.68473354231975,0.9230546790846432,0.6854492060831026,AFDB (light),1.0,1,1
1638,AF-A0A378F4T0-F1,sample_9,65.60570593149541,9.472816255635667,4.51268940659315,AFDB (light),1.0,0,0
1649,AF-A0A7C1Z5G8-F1,sample_9,89.36511111111112,0.3788576064377746,0.3062960828965271,AFDB (light),1.0,1,1
1651,AF-A0A6J1SCL3-F1,sample_6,82.12993295019156,2.316022053600324,1.61683063191853,AFDB (light),1.0,0,1
1671,AF-A0A091AWP9-F1,sample_9,80.97707407407407,5.701553818965719,1.2486383863544497,AFDB (light),1.0,0,1
1678,AF-A0A846ULL9-F1,sample_3,82.66825657894738,8.557470425556078,3.9565429988964342,AFDB (light),1.0,0,0
1685,AF-A0A2V9MHS8-F1,sample_7,82.83615172413793,3.7339422674704226,1.4761108543654842,AFDB (light),1.0,0,1
1703,AF-A0A2G5F0Z3-F1,sample_10,96.3849928057554,2.002249703007203,0.744475848174699,AFDB (light),1.0,0,1
1713,AF-A0A6I3BN09-F1,sample_10,82.50675807434492,0.7101203509844911,0.4613651630383932,AFDB (light),1.0,1,1
1722,AF-A0A4R6ZQY9-F1,sample_3,76.90781595092024,1.598978236623614,0.6649676176474383,AFDB (light),1.0,1,1
1729,AF-A0A832JD01-F1,sample_7,81.64703170028818,0.6403338749671253,0.4913399085149978,AFDB (light),1.0,1,1
1743,AF-A0A453DCA2-F1,sample_4,75.2451392111369,1.0362146603667628,0.7150616110954799,AFDB (light),1.0,1,1
1754,AF-A0A1S2LZ83-F1,sample_1,81.35530102790015,0.506572387641264,0.4231218159394772,AFDB (light),1.0,1,1
1760,AF-A0A7W1A0C5-F1,sample_7,72.21104675217211,2.548169484656052,1.318637739932447,AFDB (light),1.0,0,1
1772,AF-A0A4U0X4A7-F1,sample_5,52.30058897243107,9.33400115779115,6.901852081099465,AFDB (light),1.0,0,0
1787,AF-A0A7K4BVA4-F1,sample_2,63.05324382384533,5.996355262675418,5.151424655017141,AFDB (light),1.0,0,0
1798,AF-A0A660UPK2-F1,sample_2,84.02532668881506,1.978760476013416,0.477277517948163,AFDB (light),1.0,1,1
1804,AF-A0A7J4G3E0-F1,sample_7,85.23460396039606,0.6902536640465174,0.3971573132681365,AFDB (light),1.0,1,1
1824,AF-R5SWX8-F1,sample_8,83.5707142857143,0.9609874279666278,0.8548411178031909,AFDB (light),1.0,1,1
1831,AF-A0A2S7NV99-F1,sample_2,76.1514980392157,0.940823181465014,0.8037089354664628,AFDB (light),1.0,1,1
1846,AF-A0A7C1Y7J7-F1,sample_8,89.10884854771786,0.426124791891667,0.3355712574525219,AFDB (light),1.0,1,1
1847,AF-A0A3S0JQ56-F1,sample_6,88.66922695738354,0.5599479601498614,0.4474785949291723,AFDB (light),1.0,1,1
1864,AF-A0A3C0DQU2-F1,sample_2,66.6999054982818,5.0242385658575035,4.145535394991496,AFDB (light),1.0,0,0
1878,AF-A0A7G9KZS2-F1,sample_9,90.49109597156398,4.839590368927389,2.0993729345820777,AFDB (light),1.0,0,0
1883,AF-A0A1Q4W505-F1,sample_4,85.79355504587157,1.627034266882791,1.0131555190897703,AFDB (light),1.0,1,1
1901,AF-A0A081DAX2-F1,sample_8,84.74227662178703,0.5665651574652014,0.4011205849919113,AFDB (light),1.0,1,1
1904,AF-A0A7X9BVB1-F1,sample_5,86.38202833706188,0.8006883161269178,0.6506970925980069,AFDB (light),1.0,1,1
1913,AF-A2BN72-F1,sample_6,90.79845714285716,0.3227773824991981,0.2225204264452596,AFDB (light),1.0,1,1
1924,AF-K6WTH1-F1,sample_6,79.51112517580873,1.6171343067059514,1.306744548142885,AFDB (light),1.0,1,1
1944,AF-A0A2P1P8U1-F1,sample_9,81.13952742616034,5.9184143222269645,0.8734655720037051,AFDB (light),1.0,0,1
1950,AF-A0A2D8SJ97-F1,sample_4,92.67338627700128,0.7105819721511634,0.4653386864635879,AFDB (light),1.0,1,1
1967,AF-A0A4V0HXQ6-F1,sample_8,87.35842920353983,0.3776359597078599,0.3177655823481591,AFDB (light),1.0,1,1
1978,AF-A0A512B2L0-F1,sample_8,87.47573995771671,0.4377227408772362,0.3590809083314135,AFDB (light),1.0,1,1
1979,AF-A0A521SII4-F1,sample_6,72.52012915129151,2.929076763638904,1.6139792439999456,AFDB (light),1.0,0,1
1988,AF-A0A7I8L9D8-F1,sample_6,53.17239309827457,10.428743543249276,6.10289410844699,AFDB (light),1.0,0,0
2007,AF-A0A0B4FLU9-F1,sample_10,69.47115678776291,3.600077754837266,2.6241310755319276,AFDB (light),1.0,0,0
2014,AF-A0A242MSJ3-F1,sample_1,79.17876033057853,2.148480992903602,0.7570299957041047,AFDB (light),1.0,0,1
2022,AF-A0A537KIJ5-F1,sample_7,79.95935710426795,8.629392164264932,1.3321178854820328,AFDB (light),1.0,0,1
2034,AF-A0A838VWJ9-F1,sample_5,89.1257957957958,0.7410978924405874,0.416819438471867,AFDB (light),1.0,1,1
2049,AF-A0A7V9H214-F1,sample_2,82.32229902329077,0.5567274279042985,0.4590635160695357,AFDB (light),1.0,1,1
2062,AF-A0A4S9ES04-F1,sample_10,68.36104720564298,3.854324429635566,2.8281665766173,AFDB (light),1.0,0,0
2074,AF-C3R1D0-F1,sample_9,83.85154852780806,3.4280083631960765,2.4374366432467314,AFDB (light),1.0,0,0
2085,AF-A0A6M8VSA9-F1,sample_9,74.16646030589949,5.763853269063699,1.469405182612679,AFDB (light),1.0,0,1
2095,AF-A0A6J6QE19-F1,sample_10,89.52765217391304,0.330184795142498,0.263227364508747,AFDB (light),1.0,1,1
2108,AF-A0A7W7T5C1-F1,sample_8,63.38171832517673,7.8623533304285,2.9579724420745546,AFDB (light),1.0,0,0
2113,AF-A0A1C5JV83-F1,sample_1,86.73552486187845,0.5116702166813032,0.4264056482199022,AFDB (light),1.0,1,1
2127,AF-A0A5B2Z2U7-F1,sample_10,72.09255645889793,4.5921840032012415,0.953546977186168,AFDB (light),1.0,0,1
2140,AF-A0A444WAC5-F1,sample_8,82.69346836595356,1.453495853214358,0.6834755637095763,AFDB (light),1.0,1,1
2144,AF-A0A0S9KDT2-F1,sample_5,83.25459178082193,1.685464734204365,1.3669263142392998,AFDB (light),1.0,1,1
2154,AF-A0A2A4MJG9-F1,sample_7,82.1660358056266,0.5154093451543261,0.4037196278369167,AFDB (light),1.0,1,1
2162,AF-V6Q9V0-F1,sample_6,71.00756618274978,5.123000263712297,2.1850954795479898,AFDB (light),1.0,0,0
2177,AF-A0A1M4WMP6-F1,sample_1,91.89908266860044,1.8097417677090033,1.1246248153033551,AFDB (light),1.0,1,1
2184,AF-A0A532BZE7-F1,sample_6,84.63822568093384,0.8155767724971638,0.4602313214970576,AFDB (light),1.0,1,1
2198,AF-Q7NLA3-F1,sample_4,87.19758793969851,0.4449676473430552,0.3311669722684787,AFDB (light),1.0,1,1
2213,AF-A0A7C7AC17-F1,sample_8,79.61410958904109,0.6666871672892116,0.4551627650663186,AFDB (light),1.0,1,1
2225,AF-A0A382IGZ5-F1,sample_8,80.61056804733727,1.4520159931074184,1.1602129827336245,AFDB (light),1.0,1,1
2231,AF-A0A6B1NVM7-F1,sample_3,87.40499063670411,1.6960481990903316,1.3016754863178064,AFDB (light),1.0,1,1
2241,AF-A0A1G9B656-F1,sample_1,85.4044262295082,1.352638499086613,0.390998760309691,AFDB (light),1.0,1,1
2254,AF-A0A6P5ETU9-F1,sample_10,68.29925430210325,2.6992884276591713,1.700942737656506,AFDB (light),1.0,0,0
2257,AF-A0A662TNX7-F1,sample_6,74.97144115292234,0.717331089090339,0.5654443801427669,AFDB (light),1.0,1,1
2269,AF-A0A4Q5WYT8-F1,sample_7,86.86054507337528,0.5937109437537195,0.480912788693136,AFDB (light),1.0,1,1
2281,AF-A0A370N7F0-F1,sample_5,45.44926900584795,8.276447519503536,6.124240729141549,AFDB (light),1.0,0,0
2292,AF-A0A7W7WZ65-F1,sample_1,79.74110124917817,1.494056299735038,1.0358266325373977,AFDB (light),1.0,1,1
2302,AF-A0A255E8A2-F1,sample_4,82.33750350631136,1.2341427398828444,0.5303049047360666,AFDB (light),1.0,1,1
2316,AF-A0A800IEM8-F1,sample_2,87.13868924889543,0.8700405407369535,0.6860549964455889,AFDB (light),1.0,1,1
2326,AF-A0A0M9TWS8-F1,sample_3,76.26709635416667,12.530467731058462,9.936550630330013,AFDB (light),1.0,0,0
2332,AF-A0A1G9Y084-F1,sample_6,88.6914533965245,0.3591930811451656,0.2741765992076482,AFDB (light),1.0,1,1
2348,AF-A0A2D8T8R8-F1,sample_3,87.45764705882353,0.9034870553703788,0.291903278328013,AFDB (light),1.0,1,1
