sid,rmsd_ss,rmsd_msa,plddt_ss,plddt_msa,solubility
187394,,,,,1
60295,,,,,1
126372,,,,,1
46303,,,,,1
215190,28.563390731811523,5.003960132598877,62.03173310225303,89.4867417677643,1
42643,15.090450286865234,0.5876200199127197,46.41804904051173,97.53376332622602,1
132827,,,,,1
57873,,,,,1
79526,,,,,1
182254,17.8339900970459,3.2385900020599365,42.07458373205741,69.99092822966507,1
187723,,,,,1
109786,,,,,1
162096,,,,,1
102188,,,,,1
190756,,,,,1
48635,12.42434024810791,1.8556400537490845,41.488737166324434,83.87402464065708,1
118886,14.624870300292969,0.415910005569458,45.112788963460105,91.92122296793438,1
30709,,,,,1
45601,,,,,1
238006,,,,,1
109978,17.136009216308594,9.049480438232422,50.638602316602324,84.29623938223939,1
3699,,,,,1
98727,,,,,1
167183,,,,,1
296605,,,,,1
42514,,,,,1
97638,,,,,1
5992,,,,,1
241358,,,,,1
55416,,,,,1
21624,0.9684699773788452,0.8962699770927429,72.45217699115044,70.24497345132743,1
239579,1.638450026512146,1.3059200048446655,87.11721669980119,84.84799867461895,1
178825,,,,,1
245510,12.851300239562988,3.090280055999756,50.263562962962965,93.33674074074075,1
215973,,,,,1
182235,,,,,1
249709,,,,,1
194290,,,,,1
190290,,,,,1
182407,,,,,1
44036,,,,,1
73293,11.964889526367188,17.566200256347656,55.6850397275823,62.925561861521,1
8591,8.257840156555176,1.582859992980957,52.51146567717996,91.49100185528758,1
189423,,,,,1
218359,,,,,1
233895,,,,,1
156477,,,,,1
197442,12.847929954528809,2.2710299491882324,47.675788271134806,85.91178979436404,1
163042,,,,,1
241176,,,,,1
49543,,,,,1
149416,,,,,1
190633,,,,,1
206667,,,,,1
165361,,,,,1
103626,,,,,1
1375,,,,,1
242671,,,,,1
58744,,,,,1
7673,,,,,1
194236,13.815139770507812,0.5047299861907959,44.17567944250871,97.0825,1
166276,,,,,1
51752,,,,,1
46954,,,,,1
167380,12.802579879760742,1.9570200443267822,38.57397849462366,92.92550537634409,1
178460,,,,,1
64812,,,,,1
175109,,,,,1
11937,,,,,1
127630,,,,,1
52668,,,,,1
121325,15.095919609069824,2.321150064468384,52.18690106295993,88.42450531479967,1
109961,,,,,1
234351,,,,,1
123634,,,,,1
58562,,,,,1
102272,,,,,1
223936,,,,,1
5890,,,,,1
52595,,,,,1
130059,13.094229698181152,1.9918700456619263,37.33318181818182,86.70482029598308,1
91139,,,,,1
22763,14.64074993133545,0.7996000051498413,44.84237888647867,91.14302964569775,1
238820,,,,,1
82633,,,,,1
240370,,,,,1
241983,,,,,1
52265,,,,,1
51834,10.730759620666504,0.872979998588562,56.040931615460856,93.46845391476711,1
42825,,,,,1
12771,,,,,1
124946,,,,,1
176907,,,,,1
79935,,,,,1
44956,,,,,1
214314,,,,,1
164470,,,,,1
234770,,,,,1
92386,,,,,1
216278,,,,,1
102750,,,,,1
240697,,,,,1
237959,,,,,1
240627,,,,,1
236547,,,,,1
237923,,,,,1
89479,,,,,1
187736,,,,,1
110068,,,,,1
52549,,,,,1
55340,,,,,1
8319,,,,,1
79982,,,,,1
155501,,,,,1
109706,,,,,1
118919,9.498519897460938,3.0529398918151855,62.234595842956125,92.65303695150114,1
243513,,,,,1
151945,,,,,1
51829,,,,,1
189305,,,,,1
42943,,,,,1
200977,,,,,1
201069,,,,,1
108160,,,,,1
207262,,,,,1
12309,,,,,1
169358,,,,,1
190567,,,,,1
210421,,,,,1
198787,,,,,1
189407,,,,,1
156405,,,,,1
20272,11.893899917602539,11.408699989318848,64.60997002997003,96.56816183816183,1
106840,,,,,1
68608,,,,,1
157281,,,,,1
44319,,,,,1
123263,,,,,1
42663,,,,,1
240483,,,,,1
111219,,,,,1
235707,16.152929306030273,2.1382501125335693,43.70609813084112,79.46303738317758,1
102839,,,,,1
61182,,,,,1
121782,,,,,1
52264,,,,,1
91030,,,,,1
252582,,,,,1
182222,,,,,1
43947,,,,,1
165059,,,,,1
187119,,,,,1
59924,,,,,1
46845,14.133879661560059,0.6970099806785583,47.084254032258066,95.78738911290323,1
226629,,,,,1
64276,,,,,1
225967,,,,,1
1354,,,,,1
237573,,,,,1
84191,,,,,1
241059,,,,,1
177818,,,,,1
169337,,,,,1
149637,,,,,1
133311,,,,,1
200605,,,,,1
44018,,,,,1
217197,17.854360580444336,0.9780899882316589,37.92118690313779,90.96662346521147,1
83016,,,,,1
122800,,,,,1
110701,,,,,1
166416,,,,,1
51383,10.839360237121582,0.6780200004577637,70.7276279527559,95.28908464566928,1
201040,,,,,1
110363,,,,,1
49928,17.15876007080078,0.7761800289154053,49.645374149659865,91.07349206349205,1
115098,,,,,1
45124,,,,,1
49649,,,,,1
46894,,,,,1
42494,,,,,1
81719,,,,,1
51333,,,,,1
227344,,,,,1
194244,14.055769920349121,11.069080352783203,66.15050887573965,53.51080473372781,1
124220,,,,,1
63543,8.92887020111084,0.4044100046157837,39.36853439680957,95.29558325024925,1
294298,,,,,1
240580,25.27758026123047,28.235179901123047,40.437565071368596,59.072703610411416,1
22658,,,,,1
239951,,,,,1
89172,,,,,1
82823,,,,,1
51186,,,,,1
179244,14.978890419006348,0.8038100004196167,39.31274231678486,96.08633569739952,1
47914,,,,,1
117876,10.165539741516113,0.8523499965667725,47.3448596491228,89.02495614035088,1
102762,,,,,1
153033,,,,,1
56440,,,,,1
129786,,,,,1
165644,,,,,1
188545,,,,,1
6430,,,,,1
27251,,,,,1
187871,5.909570217132568,0.5931900143623352,51.401662591687035,97.73218826405869,1
57214,,,,,1
243406,,,,,1
2311,,,,,1
44366,,,,,1
236462,,,,,1
165122,,,,,1
9292,,,,,1
237862,,,,,1
194958,,,,,1
176078,,,,,1
122683,13.175970077514648,1.1175899505615234,42.71885638297872,94.285,1
45410,,,,,1
194308,,,,,1
126869,,,,,1
222847,15.897259712219238,0.8673400282859802,40.311702296120345,95.77688044338875,1
60993,,,,,1
46837,,,,,1
242265,,,,,1
104952,,,,,1
47655,,,,,1
117701,,,,,1
237741,,,,,1
46177,16.360990524291992,0.8806399703025818,46.04587113740959,89.37393819855359,1
30813,,,,,1
909,,,,,1
83666,,,,,1
917,,,,,1
155539,,,,,1
232226,,,,,1
193638,2.5107100009918213,0.5060300230979919,72.3528531598513,93.14664498141265,1
149419,,,,,1
196893,14.31663990020752,10.380940437316895,45.97266447368422,80.38144736842106,1
55202,13.421730041503906,1.0836800336837769,45.37206422018348,93.90600262123198,1
106784,,,,,1
223943,,,,,1
192048,,,,,1
170998,,,,,1
55355,,,,,1
16467,,,,,1
61569,8.907110214233398,0.6160500049591064,61.21595075239398,96.10770861833106,1
47223,14.004079818725586,0.8091899752616882,36.7496191319752,96.13201062887512,1
42544,,,,,1
213285,,,,,1
45597,,,,,1
181637,,,,,1
7018,,,,,1
191828,,,,,1
189367,,,,,1
214292,31.314739227294922,3.9513800144195557,45.559908172635446,81.13366391184573,1
53764,,,,,1
240782,,,,,1
96061,,,,,1
294911,,,,,1
156026,,,,,1
150331,,,,,1
102994,8.784110069274902,0.7801899909973145,46.93341176470589,93.10806862745099,1
116310,,,,,1
21487,,,,,1
81137,,,,,1
243303,,,,,1
200460,,,,,1
109201,,,,,1
149489,,,,,1
210364,16.328269958496094,0.9474200010299683,61.72852755194219,93.31525745257453,1
156710,,,,,1
191954,,,,,1
59139,,,,,1
160508,,,,,1
241820,,,,,1
120703,,,,,1
286849,,,,,1
121088,,,,,1
215613,13.798150062561035,1.6236599683761597,82.40888888888888,87.72695061728395,1
46216,,,,,1
132457,,,,,1
84246,,,,,1
51933,,,,,1
47659,,,,,1
287027,,,,,1
92685,,,,,1
51864,12.38971996307373,1.1283600330352783,49.21599009900989,96.5439801980198,1
28712,,,,,1
1588,16.671979904174805,0.46595999598503113,31.4964934114202,96.74828696925331,1
68844,,,,,1
109741,,,,,1
223925,13.403989791870117,10.934619903564453,57.672598091198296,70.54387062566279,1
111516,,,,,1
155723,,,,,1
227699,,,,,1
169936,14.968799591064453,0.9327099919319153,49.788628019323674,86.60012560386474,1
294608,,,,,1
116976,,,,,1
16443,,,,,1
235147,,,,,1
119225,,,,,1
100401,,,,,1
43975,,,,,1
187840,,,,,1
122820,,,,,1
82837,,,,,1
199443,,,,,1
6948,,,,,1
23506,14.47974967956543,9.411120414733887,43.96738562091503,78.0357443718228,1
7391,,,,,1
205709,,,,,1
239492,3.7978999614715576,3.4645800590515137,76.91173981191223,87.92246865203762,1
59965,,,,,1
149405,,,,,1
79828,,,,,1
42955,,,,,1
242190,,,,,1
16866,,,,,1
52286,,,,,1
241633,,,,,1
235613,,,,,1
97445,,,,,1
7675,,,,,1
87219,,,,,1
194228,,,,,1
97635,,,,,1
242177,,,,,1
51182,,,,,1
133235,,,,,1
57631,,,,,1
240619,,,,,1
238390,,,,,1
215174,,,,,1
215366,,,,,1
4641,,,,,1
235273,,,,,1
10885,,,,,1
156122,,,,,1
91052,,,,,1
110224,14.031749725341797,1.357409954071045,38.786337603617184,94.38609645817634,1
51860,12.025859832763672,0.49511000514030457,65.87714126807565,97.46005561735262,1
42713,,,,,1
107438,7.232260227203369,0.58051997423172,43.48988095238095,94.51169841269842,1
227109,,,,,1
223160,16.462690353393555,0.40518999099731445,41.43492863140218,94.68974811083123,1
177301,,,,,1
231250,,,,,1
110838,,,,,1
215728,,,,,1
243196,,,,,1
149555,17.904460906982422,0.9858899712562561,41.818310428455945,90.39809215844787,1
46236,,,,,1
61522,5.504340171813965,4.149449825286865,64.53205756929638,86.20280383795308,1
51638,,,,,1
156516,,,,,1
46848,,,,,1
218382,6.765830039978027,3.058229923248291,54.3894759511845,90.94361809045226,1
79886,,,,,1
144149,,,,,1
165528,,,,,1
117490,,,,,1
206873,,,,,1
180420,,,,,1
241495,12.452850341796875,5.1291399002075195,75.96750929368031,93.06083643122676,1
42824,17.779529571533203,2.9991300106048584,45.77690654205607,68.51665420560748,1
97706,,,,,1
58046,,,,,1
287134,,,,,1
226582,,,,,1
189534,7.570240020751953,0.6497499942779541,53.49005221932116,96.83778938207136,1
122066,,,,,1
110623,,,,,1
237539,14.363360404968262,0.4094800055027008,48.09665052461663,89.79982243744954,1
156082,,,,,1
108760,16.677940368652344,6.529230117797852,41.080393258426966,84.87176966292137,1
182672,,,,,1
1346,1.948580026626587,1.6101900339126587,89.64826941986233,94.44715830875124,1
178392,,,,,1
108059,,,,,1
46278,,,,,1
73070,,,,,1
45088,,,,,1
59108,,,,,1
190317,,,,,1
242803,,,,,1
235115,,,,,1
8110,11.632780075073242,2.8700499534606934,75.86401408450705,95.3655751173709,1
102671,,,,,1
238960,,,,,1
171378,14.248100280761719,2.5866000652313232,38.536635873749034,84.96379522709776,1
226869,,,,,1
46088,18.657180786132812,0.5346599817276001,38.87623866015352,97.5384019539428,1
225111,16.542530059814453,8.179579734802246,40.79323569482289,65.39728882833788,1
243960,4.419000148773193,1.7488199472427368,58.63855659397715,81.15418483904465,1
12434,,,,,1
178202,,,,,1
12337,3.49330997467041,0.4429599940776825,41.18139463601533,93.99312643678161,1
104479,,,,,1
169934,,,,,1
186851,,,,,1
242745,16.300779342651367,1.302090048789978,37.08622052704577,93.59939667128988,1
50951,,,,,1
106844,,,,,1
238440,,,,,1
73702,,,,,1
167621,,,,,1
119019,,,,,1
84770,11.596050262451172,0.631659984588623,43.30544131028208,94.95596906278435,1
144477,,,,,1
121777,,,,,1
47403,11.64076042175293,0.6250600218772888,47.23399326032013,91.88607413647853,1
77311,,,,,1
177570,,,,,1
68741,,,,,1
169363,,,,,1
215253,,,,,1
132218,,,,,1
53076,,,,,1
234505,,,,,1
116374,,,,,1
97619,14.387720108032227,17.071840286254883,44.29156674660272,47.45153477218226,1
80235,,,,,1
21547,,,,,1
234166,,,,,1
241647,18.188570022583008,1.0236999988555908,42.442128279883384,93.87613702623906,1
24166,10.902669906616211,0.8649899959564209,36.85303983228511,90.10814814814816,1
202093,,,,,1
103643,,,,,1
516,,,,,1
123524,,,,,1
194263,,,,,1
187811,17.286680221557617,1.2678200006484985,35.805067401960784,94.39723039215686,1
52442,,,,,1
83901,17.334569931030273,0.8139200210571289,41.57597412480974,96.19114155251141,1
107933,,,,,1
194245,9.124759674072266,1.142199993133545,57.85180156657964,88.46806788511749,1
43910,14.129229545593262,1.1065200567245483,55.3291639451339,91.20322664924886,1
56136,,,,,1
238898,,,,,1
226533,,,,,1
171172,,,,,1
156252,,,,,1
238706,,,,,1
98239,,,,,1
46857,,,,,1
42198,,,,,1
207593,,,,,1
216213,,,,,1
165645,,,,,1
47791,,,,,1
187730,18.448139190673828,10.950180053710938,48.88756081946222,95.47549935979512,1
111343,14.312760353088379,1.5034799575805664,54.55481722177092,91.90952071486598,1
47169,,,,,1
155863,,,,,1
109298,,,,,1
226556,,,,,1
149445,,,,,1
110601,,,,,1
85458,18.889039993286133,0.6313400268554688,41.292851985559565,96.2587653429603,1
197156,,,,,1
178278,,,,,1
171241,,,,,1
190352,5.596759796142578,1.553570032119751,47.32623356535189,90.42426140757928,1
296481,,,,,1
237826,13.988889694213867,4.359230041503906,60.63163498098859,81.95039290240811,1
169401,,,,,1
234766,,,,,1
217056,,,,,1
48648,12.24071979522705,0.9409599900245667,55.198025,87.53290000000001,1
23669,,,,,1
187146,,,,,1
242791,,,,,1
88939,,,,,1
102708,,,,,1
53366,,,,,1
162069,,,,,1
52970,,,,,1
52691,,,,,1
44990,,,,,1
77846,,,,,1
82832,,,,,1
57582,,,,,1
12590,,,,,1
43022,15.970149993896484,0.8912799954414368,38.16495517522412,91.599967400163,1
46340,,,,,1
194251,,,,,1
110134,,,,,1
163038,,,,,1
241249,,,,,1
109506,,,,,1
28705,9.617380142211914,0.9170600175857544,50.38023931623931,91.12616239316239,1
232363,,,,,1
236206,,,,,1
166419,,,,,1
178330,,,,,1
5089,,,,,1
51931,,,,,1
61176,2.1628201007843018,2.0783801078796387,71.37110619469026,77.06050884955754,1
53759,15.792949676513672,0.7279499769210815,51.302836734693884,96.05042857142857,1
237267,,,,,1
110042,,,,,1
242343,,,,,1
111927,,,,,1
46822,,,,,1
241648,,,,,1
238695,,,,,1
5589,,,,,1
9078,,,,,1
112866,,,,,1
235455,,,,,1
239271,,,,,1
12659,18.65372085571289,0.9117000102996826,37.475707102451295,92.62101194217473,1
241272,,,,,1
97461,,,,,1
167477,,,,,1
51601,,,,,1
11328,,,,,1
150028,15.041640281677246,0.4908500015735626,44.79364874063989,96.25676650782846,1
156073,,,,,1
240081,,,,,1
182223,13.681909561157227,0.8524900078773499,41.16198635976129,96.73323955669224,1
149444,,,,,1
245553,,,,,1
237938,,,,,1
166343,,,,,1
46797,1.8820699453353882,0.36667999625205994,77.80413762287758,96.57505808757818,1
3688,,,,,1
58959,13.886099815368652,2.8881499767303467,35.32685618729097,81.23358974358975,1
111376,,,,,1
117934,,,,,1
109287,13.287079811096191,8.686929702758789,41.83177536231884,86.3084420289855,1
198987,,,,,1
49612,,,,,1
236995,,,,,1
233902,,,,,1
187344,,,,,1
160478,,,,,1
53656,,,,,1
194232,,,,,1
46763,,,,,1
226893,,,,,1
103682,,,,,1
51962,14.787220001220703,0.7077400088310242,50.013115234375,93.59421875,1
242544,8.166259765625,2.0755600929260254,37.9110294117647,85.14481833910035,1
133739,,,,,1
215722,,,,,1
57565,,,,,1
51739,11.521610260009766,3.6128599643707275,54.32933333333333,91.35725603864735,1
238749,,,,,1
52232,11.983699798583984,0.5504400134086609,51.10613048368954,89.64505061867266,1
80944,,,,,1
236545,,,,,1
53369,,,,,1
9153,,,,,1
201614,,,,,1
121651,,,,,1
42246,,,,,1
112609,,,,,1
175179,17.1385498046875,1.940440058708191,47.76799796747967,90.43916666666665,1
156393,,,,,1
42773,,,,,1
116617,,,,,1
235035,,,,,1
191936,,,,,1
238745,,,,,1
202528,,,,,1
226851,,,,,1
55206,,,,,1
9686,,,,,1
46346,,,,,1
79959,,,,,1
80106,,,,,1
81899,,,,,1
241287,,,,,1
84473,,,,,1
103919,14.937689781188965,0.8878800272941589,39.395634365634365,93.07276723276723,1
107139,15.795720100402832,2.222749948501587,45.73938893476466,91.89219653179191,1
23639,,,,,1
128886,,,,,1
239635,,,,,1
94341,7.145349979400635,1.3469300270080566,50.853180811808116,81.74539483394835,1
217808,,,,,1
223535,,,,,1
243272,,,,,1
44013,,,,,1
190452,,,,,1
95847,16.081939697265625,3.533679962158203,33.07271276595745,95.46652127659574,1
156892,,,,,1
106121,,,,,1
240890,,,,,1
58466,,,,,1
97621,,,,,1
234239,5.569900035858154,0.38863998651504517,62.61095771144279,96.52258706467663,1
101924,,,,,1
237687,,,,,1
179981,,,,,1
102364,,,,,1
33891,,,,,1
97369,,,,,1
61037,5.560080051422119,3.1120800971984863,79.28692025664527,91.5182309807516,1
49548,15.847140312194824,1.3252999782562256,53.10114906832298,93.3414596273292,1
161888,,,,,1
186846,8.714489936828613,0.7162799835205078,40.09908489525909,94.29341786108048,1
119701,,,,,1
224277,6.176670074462891,1.714269995689392,64.44962918660288,87.54375598086123,1
237000,,,,,1
107648,,,,,1
52330,,,,,1
89835,,,,,1
187889,,,,,1
149581,,,,,1
190795,,,,,1
252206,,,,,1
42750,7.005129814147949,0.4664500057697296,66.29788634097707,92.54879361914257,1
24939,,,,,1
2293,,,,,1
216182,18.428699493408203,4.164979934692383,49.00384210526315,80.94196710526316,1
53884,12.284130096435547,0.6695200204849243,46.06533721898418,93.00447960033306,1
227523,,,,,1
107985,,,,,1
224042,13.78674030303955,7.504159927368164,38.06959097320169,85.95674894217208,1
3333,,,,,1
215363,,,,,1
113674,,,,,1
86774,,,,,1
182312,,,,,1
50856,,,,,1
46799,14.108710289001465,0.6636199951171875,51.211982300884955,93.7027168141593,1
201231,14.614509582519531,0.8803399801254272,35.10709248170326,94.87307385229539,1
119605,,,,,1
52073,8.821929931640625,1.778149962425232,67.37715404699739,93.64937336814621,1
196679,,,,,1
202087,,,,,1
237445,,,,,1
124454,,,,,1
113544,9.64678955078125,1.0124499797821045,54.25195838433293,91.68936352509179,1
237742,,,,,1
110147,,,,,1
237990,8.550149917602539,0.9937800168991089,60.72163682864449,89.78544757033248,1
106647,,,,,1
52382,,,,,1
5097,,,,,1
83703,,,,,1
189345,,,,,1
3695,12.655659675598145,2.466200113296509,49.77233280254777,88.93007165605096,1
152175,,,,,1
149458,,,,,1
77502,,,,,1
45043,,,,,1
80493,,,,,1
116324,,,,,1
187839,,,,,1
47597,,,,,1
6022,,,,,1
165454,5.880159854888916,1.345329999923706,62.10958188153311,89.32991869918699,1
106962,,,,,1
109784,,,,,1
242832,,,,,1
241622,,,,,1
81888,,,,,1
187485,,,,,1
43953,,,,,1
48593,,,,,1
175272,20.777799606323242,0.6261199712753296,40.88606080206986,93.4595213454075,1
232357,,,,,1
155521,,,,,1
198253,,,,,1
26726,,,,,1
210145,,,,,1
1529,,,,,1
237511,,,,,1
224889,,,,,1
3231,,,,,1
241718,18.77318000793457,5.751840114593506,70.88812928501468,91.94399608227228,1
223888,,,,,1
1839,,,,,1
180997,6.695680141448975,0.45326000452041626,36.99904506437768,95.79846566523607,1
12805,,,,,1
46329,,,,,1
58439,10.054340362548828,0.7586100101470947,72.89678529062871,94.11039145907473,1
190857,20.840919494628906,0.827530026435852,35.77483941605839,94.46664963503649,1
238192,14.923700332641602,0.4343700110912323,42.348821034775234,96.94362171331638,1
241177,,,,,1
119379,,,,,1
193246,,,,,1
111445,,,,,1
81981,,,,,1
130069,,,,,1
236680,,,,,1
6203,,,,,1
237674,16.886859893798828,1.8409099578857422,49.93554016620499,90.03731301939058,1
96261,,,,,1
210187,,,,,1
234578,,,,,1
20583,,,,,1
107922,,,,,1
94343,,,,,1
243056,11.289389610290527,4.305799961090088,52.74067679558011,87.64052486187845,1
94064,,,,,1
46905,,,,,1
186898,,,,,1
43572,,,,,1
114558,,,,,1
44351,15.476550102233887,0.9197900295257568,39.06663027656478,91.38747452692868,1
96408,,,,,1
44393,,,,,1
51868,18.914600372314453,1.0793100595474243,41.48255319148936,95.1383387888707,1
59892,,,,,1
47340,,,,,1
49851,17.40826988220215,0.8474400043487549,34.3643013899049,94.30499634235552,1
12401,,,,,1
47817,14.838489532470703,1.706529974937439,46.05434034416827,94.72601338432122,1
16460,,,,,1
110572,12.51615047454834,0.7189000248908997,50.401946721311475,94.64566598360656,1
222871,,,,,1
116877,,,,,1
224665,,,,,1
194943,12.963820457458496,0.6459500193595886,38.94105663567203,95.03928994082841,1
16622,,,,,1
198069,,,,,1
82034,,,,,1
58486,,,,,1
93131,,,,,1
22081,,,,,1
97738,,,,,1
6497,,,,,1
226539,,,,,1
190834,,,,,1
112288,,,,,1
201968,5.380340099334717,0.8796700239181519,56.99966972477064,96.46117431192661,1
208829,,,,,1
166505,,,,,1
178906,,,,,1
210151,,,,,1
234910,,,,,1
198697,,,,,1
48602,,,,,1
57835,,,,,1
186856,,,,,1
64822,,,,,1
80477,,,,,1
104908,7.200540065765381,0.9567700028419495,63.03154126213592,91.15071601941747,1
186719,,,,,1
152655,,,,,1
111858,,,,,1
166254,,,,,1
110980,,,,,1
170077,,,,,1
195996,,,,,1
207325,,,,,1
208863,14.912739753723145,5.908989906311035,49.19792069632495,89.12492263056093,1
177502,,,,,1
8554,20.07880973815918,2.0299899578094482,46.29571612903226,95.31448387096775,1
176796,,,,,1
2517,,,,,1
93487,,,,,1
149425,,,,,1
199094,,,,,1
51751,,,,,1
116872,,,,,1
233707,,,,,1
170418,,,,,1
107851,,,,,1
294402,,,,,1
53666,15.671299934387207,0.5351300239562988,59.90969960474309,94.88066403162055,1
242498,,,,,1
242842,,,,,1
44049,,,,,1
46776,,,,,1
224174,,,,,1
97707,,,,,1
64776,,,,,1
166183,,,,,1
6151,12.435379981994629,0.6132699847221375,48.79229411764705,88.8566705882353,1
132226,,,,,1
232261,,,,,1
87617,,,,,1
3797,13.117659568786621,5.665979862213135,41.60292288557214,91.9855472636816,1
102824,,,,,1
239014,,,,,1
12427,,,,,1
121329,,,,,1
194278,,,,,1
3951,,,,,1
224296,18.749439239501953,1.2994600534439087,34.175955619183966,90.37141732283465,1
217757,,,,,1
108174,,,,,1
187235,14.18986988067627,0.7037299871444702,59.048276150627615,96.62692050209206,1
51679,16.04875946044922,0.4938400089740753,38.4492670157068,91.78094240837696,1
155905,,,,,1
287687,13.109199523925781,0.7302500009536743,36.175136286201024,94.54689097103919,1
79796,,,,,1
160455,,,,,1
208993,,,,,1
217569,,,,,1
226545,,,,,1
217576,,,,,1
53122,,,,,1
9601,,,,,1
58001,4.240910053253174,1.0292400121688843,48.06195141065831,87.58633228840125,1
47418,15.916970252990723,0.6292300224304199,45.598745874587465,95.37885808580856,1
101037,,,,,1
197152,,,,,1
79883,,,,,1
149518,,,,,1
210467,,,,,1
69427,,,,,1
43010,15.645279884338379,14.331930160522461,73.30851960784314,88.25404901960783,1
5390,,,,,1
189279,,,,,1
238138,,,,,1
83872,,,,,1
85684,,,,,1
44371,,,,,1
182119,,,,,1
88775,,,,,1
180292,,,,,1
156037,,,,,1
3624,11.714289665222168,2.1884000301361084,45.37749433962264,95.99609056603774,1
43625,,,,,1
58907,6.076580047607422,0.7530900239944458,47.95970556161396,93.88750272628137,1
2129,,,,,1
53790,,,,,1
149542,,,,,1
165075,,,,,1
27162,,,,,1
199043,,,,,1
20093,,,,,1
241041,,,,,1
44314,,,,,1
217654,16.177549362182617,18.856220245361328,40.40036637931035,73.23487068965518,1
235922,,,,,1
216193,,,,,1
79821,,,,,1
107912,,,,,1
176730,,,,,1
245495,,,,,1
240786,,,,,1
11334,,,,,1
190694,,,,,1
164421,,,,,1
241764,13.44911003112793,2.1756200790405273,40.60653347732181,82.07740820734341,1
198490,,,,,1
42891,,,,,1
97713,,,,,1
97567,,,,,1
111304,,,,,1
57661,,,,,1
45337,,,,,1
180610,,,,,1
241693,,,,,1
166307,20.022769927978516,0.8781099915504456,39.226604278074866,91.8480926916221,1
52091,,,,,1
292713,,,,,1
109070,,,,,1
156242,,,,,1
157215,,,,,1
224062,17.816190719604492,0.6645399928092957,36.0178947368421,90.4283552631579,1
1749,,,,,1
241812,,,,,1
42791,,,,,1
199762,4.7181501388549805,0.45500999689102173,57.057065309584395,96.07229855810007,1
98161,,,,,1
200352,,,,,1
109816,,,,,1
169943,,,,,1
120381,,,,,1
122108,,,,,1
119157,,,,,1
43973,,,,,1
115675,,,,,1
109747,,,,,1
45355,,,,,1
161924,,,,,1
234511,4.509940147399902,4.205979824066162,67.16774193548387,94.43344432882415,1
166855,,,,,1
126209,,,,,1
244006,,,,,1
217551,,,,,1
165082,,,,,1
52074,8.658880233764648,0.9282699823379517,80.17230188679245,94.51157232704402,1
43976,,,,,1
23569,,,,,1
231975,,,,,1
217557,,,,,1
182138,,,,,1
199978,,,,,1
187145,,,,,1
86526,7.033939838409424,1.0181100368499756,51.98096584216725,89.20822143698469,1
206662,,,,,1
216149,,,,,1
82916,14.07726001739502,0.6345099806785583,44.530578754578755,93.20124542124542,1
217896,,,,,1
193774,,,,,1
90824,,,,,1
108047,,,,,1
223992,14.974200248718262,10.451809883117676,74.19246197718631,74.70144486692016,1
44380,,,,,1
87473,,,,,1
179014,,,,,1
47527,,,,,1
39091,,,,,1
224299,15.419890403747559,4.118299961090088,45.072920353982305,91.29087512291052,1
44021,,,,,1
156251,,,,,1
65494,,,,,1
155528,,,,,1
45610,5.424530029296875,2.286799907684326,55.74071258907363,81.07896674584322,1
89371,,,,,1
98599,,,,,1
123772,,,,,1
78657,1.1785199642181396,3.6917800903320312,82.85112798264642,59.89183297180043,1
63938,,,,,1
107848,,,,,1
