,prot,filename,plddt,rmsd,wrmsd,incl,pct_helixWT,pct_strandWT,pct_coilWT,length,type,rmsd_rank,designable,designable_w
314,d2krra1,sample_9,83.39070149253732,0.916764962523786,0.6606847375909491,0.9176470588235294,22,22,41,85,PDB,1.0,1,1
322,d4eojb2,sample_4,88.25768244575937,0.5869976108201974,0.4833158633729982,0.959349593495935,84,0,39,123,PDB,1.0,1,1
337,d1ohea2,sample_10,83.39250356633382,1.5995929199731214,0.5928655698674556,0.8784530386740331,85,26,70,181,PDB,1.0,1,1
351,d1d8ka,sample_5,81.11380165289256,1.6550530101088654,0.6576117370557883,0.8765432098765432,43,9,29,81,PDB,1.0,1,1
352,d3w5ha2,sample_7,87.46062445793581,0.6876400129086826,0.4959657785643115,0.9387755102040816,57,39,51,147,PDB,1.0,1,1
370,d1grja1,sample_10,84.35560975609756,0.6264330100778206,0.4507086239992628,0.9230769230769232,59,8,11,78,PDB,1.0,1,1
381,d4ffua1,sample_6,88.67748681898067,0.6021387418500328,0.4526233548224739,0.9594594594594594,33,54,61,148,PDB,1.0,1,1
390,d2hg7a1,sample_9,67.83414829659318,1.142909658903155,0.899676663185928,0.9333333333333332,21,12,27,60,PDB,1.0,0,0
399,d6kiha,sample_3,84.44126415094338,0.7214536481183103,0.4985161832185265,0.9175,166,68,166,400,PDB,1.0,1,1
407,d1x3aa1,sample_7,78.42119736842105,0.9761337126137202,0.8546025684693048,0.9195402298850576,59,0,28,87,PDB,1.0,1,1
426,d1vpka1,sample_2,87.79669613259668,0.4579696611173478,0.3218863788535792,0.8833333333333333,26,53,41,120,PDB,1.0,1,1
431,d2al1a1,sample_4,91.89089545454544,0.5659013716792912,0.4446702319862776,0.9322033898305084,134,52,109,295,PDB,1.0,1,1
447,d1iapa,sample_10,82.97282195636876,0.6661806309384629,0.5581489516162483,0.9421052631578948,131,0,59,190,PDB,1.0,1,1
455,d2f0ca1,sample_3,91.66120111731846,0.4992933661914721,0.3723019919693597,0.9207920792079208,3,52,46,101,PDB,1.0,1,1
465,d2g7oa1,sample_3,70.13358657243816,3.768402899334131,3.194873707110922,0.9705882352941176,52,0,16,68,PDB,1.0,0,0
476,d1ugoa1,sample_3,83.35288998357963,1.0944544831352154,0.7407504274738861,0.9302325581395348,60,0,26,86,PDB,1.0,1,1
486,d4i7ga2,sample_4,88.41228016359918,0.5021344240817541,0.365747811267233,0.912,44,33,48,125,PDB,1.0,1,1
498,d1u6za2,sample_4,85.87299578059073,0.5187031773876147,0.3892848029354088,0.9435483870967742,51,35,38,124,PDB,1.0,1,1
506,d3rnja1,sample_7,92.26075,0.2714794597422797,0.217167538536631,0.935483870967742,3,26,33,62,PDB,1.0,1,1
518,d3qsda,sample_1,90.38350859453996,0.5235458757076418,0.4386955745826773,0.9762845849802372,65,61,127,253,PDB,1.0,1,1
529,d1jhna3,sample_1,60.82758050478677,4.707503409116754,3.949141318881458,0.9295774647887324,3,18,121,142,PDB,1.0,0,0
541,d3gm5a1,sample_1,85.57432947019868,0.58231772437727,0.4071731102032477,0.9533333333333334,41,56,53,150,PDB,1.0,1,1
556,d4bhxa1,sample_9,77.34890243902439,3.7227716014394705,3.5544751391014677,0.9772727272727272,63,0,25,88,PDB,1.0,0,0
569,d1ozza,sample_10,87.49804487179487,0.5159186582012546,0.4194260787746531,0.9090909090909092,11,16,17,44,PDB,1.0,1,1
573,d1nd9a,sample_1,46.27138790035587,5.515924536122426,5.047430697735399,0.979591836734694,26,4,19,49,PDB,1.0,0,0
584,d1ecwa,sample_1,85.17292307692308,0.4809299438333606,0.3638500759606811,0.9473684210526316,71,7,36,114,PDB,1.0,1,1
595,d2i2t11,sample_1,71.55690909090909,1.627896309779875,1.18056537057077,0.9,0,21,29,50,PDB,1.0,1,1
615,d2d0oa3,sample_5,87.11947054930509,1.2580990390011966,1.053327072135195,0.9605911330049262,82,47,74,203,PDB,1.0,1,1
626,d3weoa3,sample_5,87.06870570107858,0.7886126106519789,0.5488668518989448,0.9642857142857144,7,39,38,84,PDB,1.0,1,1
632,d1hlva2,sample_9,76.16605607476635,0.6583188972014566,0.4683915938354871,0.9206349206349206,41,0,22,63,PDB,1.0,1,1
648,d3ir4a1,sample_5,88.83736,0.5497815194577382,0.3529734252848904,0.92,30,14,31,75,PDB,1.0,1,1
654,d2cjja1,sample_9,85.87267307692308,0.666573506151978,0.4723709012488747,0.9682539682539684,41,0,22,63,PDB,1.0,1,1
663,d3kasa3,sample_3,82.96214776632303,1.040721487379661,0.7320352766103131,0.945945945945946,88,2,58,148,PDB,1.0,1,1
681,d5wtpa1,sample_5,91.4053418308227,0.4333989059391529,0.343649682864847,0.95,55,19,46,120,PDB,1.0,1,1
684,d6lr1a,sample_4,84.75420935412026,0.815857709822056,0.5789525485967633,0.9401330376940134,194,69,188,451,PDB,1.0,1,1
700,d1aoea,sample_10,87.8317208413002,0.5284486224525174,0.4164471466476828,0.9479166666666666,48,67,77,192,PDB,1.0,1,1
706,d2ds5a,sample_4,86.06161764705882,1.212093218515522,0.4618983539328694,0.9069767441860463,12,8,23,43,PDB,1.0,1,1
720,d3mgka,sample_8,88.31498408656905,0.6232002258469442,0.5226367574716856,0.964824120603015,71,43,85,199,PDB,1.0,1,1
732,d1kjna,sample_9,89.34214225941423,0.4296415062145298,0.385801761059105,0.9671052631578948,70,33,49,152,PDB,1.0,1,1
740,d1fjgr,sample_3,81.59346368715084,1.8236194959998857,0.70157545751878,0.9178082191780822,27,2,44,73,PDB,1.0,1,1
755,d7dhpa,sample_10,89.45843088418431,0.5794792913252405,0.434859742093167,0.9727272727272728,25,35,50,110,PDB,1.0,1,1
766,d1tf5a1,sample_6,73.79325972660358,2.4505452850068816,1.2796610843035472,0.918032786885246,46,13,63,122,PDB,1.0,0,1
771,d1lu4a,sample_1,88.60106549364612,0.4536492826330853,0.3862354097465129,0.9552238805970148,50,32,52,134,PDB,1.0,1,1
787,d5aooc,sample_9,74.45946777054998,2.7262775982512903,0.6768621586642405,0.8136363636363636,17,77,126,220,PDB,1.0,0,1
797,d3qv2a,sample_9,88.68543536632144,0.5503878366079219,0.4614170733707123,0.946875,114,47,159,320,PDB,1.0,1,1
804,d1ti6b2,sample_1,80.43771984924624,0.6784697224842189,0.4972401606566518,0.9230769230769232,50,46,99,195,PDB,1.0,1,1
815,d6th0a,sample_1,82.81649147727272,0.6270578157237844,0.3962198200136785,0.9204545454545454,57,66,53,176,PDB,1.0,1,1
830,d2otda,sample_8,91.39040970350403,0.4771041334505972,0.4077441562528986,0.946938775510204,84,46,115,245,PDB,1.0,1,1
846,d3u95a2,sample_5,80.38158848118904,2.3258481613864146,1.7100901154288422,0.9350180505415162,134,42,101,277,PDB,1.0,0,1
857,d1rm6b1,sample_5,87.15708383961118,0.5657721193640658,0.4003027719867176,0.8878504672897196,38,29,40,107,PDB,1.0,1,1
860,d1fjgm,sample_1,70.01026343519493,3.751390908045331,1.861215489108817,0.92,59,2,64,125,PDB,1.0,0,1
871,d4zyla,sample_4,86.72264705882354,0.5282678283512965,0.4596094930836354,0.958041958041958,62,24,57,143,PDB,1.0,1,1
882,d4cr2r2,sample_4,77.31608391608391,6.289904285448609,5.971833364573833,0.9693877551020408,63,10,25,98,PDB,1.0,0,0
900,d1mkca,sample_2,44.98687969924812,4.967753304938692,4.305775103837204,0.9767441860465116,0,4,39,43,PDB,1.0,0,0
912,d3rlfa2,sample_5,87.04503883495146,0.6394825636071616,0.4347258851673336,0.9264705882352942,6,61,69,136,PDB,1.0,1,1
922,d3m8na1,sample_2,88.38993817619783,0.8195296819915302,0.4236005340407125,0.9113924050632912,28,14,37,79,PDB,1.0,1,1
926,d2hy5c1,sample_4,90.03908972691808,0.3961238210964573,0.3164425161226414,0.9405940594059404,41,24,36,101,PDB,1.0,1,1
937,d5b3ka,sample_4,90.1795652173913,0.3846238390068399,0.3176874449456952,0.9533333333333334,60,32,58,150,PDB,1.0,1,1
955,d1dl5a1,sample_2,90.91876002467612,0.420269547895725,0.3824676973866009,0.9577464788732394,78,64,71,213,PDB,1.0,1,1
964,d1nkzb,sample_6,87.01268817204301,1.4092628089816193,0.6519766787666224,0.8536585365853658,32,0,9,41,PDB,1.0,1,1
970,d6gnea,sample_4,87.73823092677932,0.5752928148087154,0.4844495408307803,0.949290060851927,202,107,184,493,PDB,1.0,1,1
984,d2edma1,sample_8,80.9902528548124,1.233791482384187,0.4766314145417165,0.8881987577639752,4,88,69,161,PDB,1.0,1,1
996,d2dj0a1,sample_9,85.32703048180925,0.8957127380463815,0.7867814108537601,0.967741935483871,34,23,67,124,PDB,1.0,1,1
1006,d1mkna,sample_9,37.77739690721649,7.659202192768734,6.739829030218366,1.0,0,12,47,59,PDB,1.0,0,0
1021,d1r5la1,sample_5,82.30738317757009,1.019291538016759,0.6378686524751787,0.8484848484848485,42,0,24,66,PDB,1.0,1,1
1024,d1vmga,sample_1,83.73031837916064,0.755590735564468,0.510013824467269,0.9397590361445785,70,0,13,83,PDB,1.0,1,1
1042,d4egua1,sample_10,84.74440961337513,0.7523639016318145,0.4898626808807275,0.9310344827586208,36,25,55,116,PDB,1.0,1,1
1053,d2n3la1,sample_2,62.74979351032449,3.0540896669078386,1.8625438682303397,0.9302325581395348,21,23,42,86,PDB,1.0,0,0
1062,d1bl0a2,sample_6,85.62068686868685,1.01188106284511,0.4822101962941542,0.8870967741935484,35,0,27,62,PDB,1.0,1,1
1075,d2pkfa1,sample_10,87.12509627201966,1.407121087724055,0.6077481279066255,0.925925925925926,138,69,117,324,PDB,1.0,1,1
1085,d1vq8t1,sample_6,78.21075431034483,1.3244915092092502,0.6507565009245275,0.8823529411764706,34,35,50,119,PDB,1.0,1,1
1092,d5e8da,sample_3,84.23896875,0.4501340173287655,0.296989290594613,0.9302325581395348,3,18,22,43,PDB,1.0,1,1
1108,d1cf7a,sample_10,83.96469548133595,1.323210994751557,0.6002322683390657,0.9104477611940298,34,12,21,67,PDB,1.0,1,1
1118,d5fafa1,sample_6,85.12825870646766,1.4993508206263897,0.4678882933413962,0.9090909090909092,28,28,54,110,PDB,1.0,1,1
1126,d3no6a1,sample_8,92.68,0.6974396029720065,0.3838235309665538,0.9383259911894272,170,0,57,227,PDB,1.0,1,1
1133,d7ahla,sample_7,38.7718875502008,11.95234058939175,10.435439170798196,0.9829351535836176,14,157,122,293,PDB,1.0,0,0
1148,d1zbpa1,sample_8,81.26828934967013,0.7912418322996719,0.681693451881207,0.928030303030303,111,67,86,264,PDB,1.0,1,1
1165,d1qw9a2,sample_5,85.92530906593407,0.6412787224603411,0.50307566125963,0.9455040871934604,145,64,158,367,PDB,1.0,1,1
1174,d2qkga3,sample_10,77.89421929824562,1.2127266378192902,0.7314709736776417,0.9072847682119204,13,66,72,151,PDB,1.0,1,1
1187,d4dnja,sample_5,86.76673786407765,0.637076833052244,0.5529491207986089,0.9724310776942356,192,54,153,399,PDB,1.0,1,1
1195,d1wgga1,sample_6,78.62786858974358,1.9060357877276757,1.0501499889245451,0.9156626506024096,11,20,52,83,PDB,1.0,1,1
1200,d3sg0a,sample_1,89.91360310421285,0.5763185343464101,0.5184818844079746,0.969529085872576,171,67,123,361,PDB,1.0,1,1
1218,d4pzka,sample_10,82.88532818532819,0.9222805514737076,0.5736747633829222,0.9119496855345912,56,32,71,159,PDB,1.0,1,1
1229,d1ft5a,sample_10,75.43769183168317,1.8846159406743468,1.108495323788889,0.8720379146919431,77,8,126,211,PDB,1.0,1,1
1241,d3mqda2,sample_2,82.40859283930058,0.7233160065672689,0.5382569677683062,0.9113924050632912,54,34,70,158,PDB,1.0,1,1
1246,d4bt7a,sample_3,86.75554412560909,0.4656372306300281,0.3966995526571528,0.9703389830508474,51,102,83,236,PDB,1.0,1,1
1260,d1bg6a2,sample_6,89.57609523809523,0.4095435489295233,0.3572262223232388,0.9782608695652174,63,53,68,184,PDB,1.0,1,1
1271,d1miwa1,sample_9,95.69753650494584,0.742415141696098,0.6661994422684796,0.9773584905660376,185,2,78,265,PDB,1.0,1,1
1283,d2qwza1,sample_10,88.38939505041246,0.440314980874301,0.3681651335673646,0.9420289855072465,38,49,51,138,PDB,1.0,1,1
1296,d2kzfa1,sample_2,79.17530337078651,1.5642829478414275,0.6699080831775878,0.8571428571428571,44,17,44,105,PDB,1.0,1,1
1305,d1tc3c,sample_10,84.0087651331719,0.8259948649637443,0.4479462565468539,0.9019607843137256,29,0,22,51,PDB,1.0,1,1
1309,d5nrma1,sample_7,91.38519801980198,0.4370968163845647,0.3874287940665346,0.9424460431654677,4,76,59,139,PDB,1.0,1,1
1324,d2h1va,sample_8,86.64212248322148,0.5092369361595782,0.4046126250275982,0.912621359223301,152,54,103,309,PDB,1.0,1,1
1335,d1guxb,sample_3,87.20533731853118,0.5069852988600427,0.4262576388042194,0.9219858156028368,90,4,47,141,PDB,1.0,1,1
1347,d1xrda1,sample_8,86.30076517150397,2.8079859024282596,1.916728004285659,1.0,38,0,14,52,PDB,1.0,0,1
1353,d4qmea2,sample_7,82.30419721218378,1.0462823874175933,0.7855503310310625,0.924,140,36,74,250,PDB,1.0,1,1
1367,d4in0a,sample_3,86.63364354697103,0.5343277548557518,0.3864470305028704,0.950354609929078,48,33,60,141,PDB,1.0,1,1
1379,d3iam9,sample_8,65.22134210526316,7.587334836846048,5.1876817659868495,0.961038961038961,23,31,100,154,PDB,1.0,0,0
1389,d3hpwa,sample_3,85.43157125456761,0.5510385737354402,0.460246575465582,0.9702970297029704,25,38,38,101,PDB,1.0,1,1
1403,d1ni5a4,sample_6,85.27378491620111,0.6310905088088993,0.4021437669802988,0.9431818181818182,39,18,31,88,PDB,1.0,1,1
1412,d4m0xa2,sample_8,87.7160972972973,0.6835267578618401,0.5709674181160245,0.9669421487603306,102,39,101,242,PDB,1.0,1,1
1420,d5idha2,sample_1,89.40697234352257,0.5508907914323772,0.3251053976502564,0.9310344827586208,28,27,32,87,PDB,1.0,1,1
1431,d1hh2p4,sample_1,73.93338144329897,3.10215095010665,2.382388511722272,0.9523809523809524,39,20,67,126,PDB,1.0,0,0
1451,d3kvta,sample_5,84.57934911242602,0.8062842210058182,0.6524480862419458,0.941747572815534,35,20,48,103,PDB,1.0,1,1
1461,d2ofya1,sample_2,85.20858995137763,1.0304927709112284,0.4180232789528577,0.902439024390244,49,0,33,82,PDB,1.0,1,1
1471,d2w11a1,sample_10,88.55039143730887,0.4956121170991074,0.4201829138721238,0.9502487562189056,110,29,62,201,PDB,1.0,1,1
1482,d2edva1,sample_10,82.7877027027027,1.1629820418404069,0.8608916510017938,0.9397590361445785,10,21,52,83,PDB,1.0,1,1
1489,d1z3ix2,sample_3,79.19387222946544,2.11314235358556,1.306550084728333,0.9194630872483222,145,34,119,298,PDB,1.0,0,1
1505,d1pava,sample_2,32.01744416873449,10.04118279996452,7.372793935941764,0.9102564102564102,20,12,46,78,PDB,1.0,0,0
1512,d1xzpa3,sample_8,82.53398015435502,0.6558499776680329,0.4102744118784198,0.9316239316239316,26,34,57,117,PDB,1.0,1,1
1521,d3hlxa1,sample_3,78.63443456790124,1.3894841517515923,0.5790177555546303,0.908,184,0,66,250,PDB,1.0,1,1
1538,d2cr8a1,sample_2,79.57420895522388,2.384586063832981,1.0696169434390643,0.925,0,6,34,40,PDB,1.0,0,1
1550,d6nkha,sample_5,88.35757622739018,0.6223771789731715,0.3970599278398802,0.9540229885057472,134,40,87,261,PDB,1.0,1,1
1560,d1hdfa,sample_5,90.28833333333333,0.2930558076101595,0.2185836331063454,0.88,13,41,46,100,PDB,1.0,1,1
1569,d1rypd,sample_10,84.20980468750001,1.165160812086443,0.646443583242979,0.9128630705394192,86,55,100,241,PDB,1.0,1,1
1576,d7diea,sample_3,88.51071651090344,0.5230936764041585,0.3561772964094215,0.8780487804878049,127,0,37,164,PDB,1.0,1,1
1586,d2j7qa1,sample_4,90.4380515117581,0.902031575465989,0.522752722910499,0.8922413793103449,84,63,85,232,PDB,1.0,1,1
1597,d2pgwa1,sample_4,87.02900938477582,0.8073742968993652,0.489397082183887,0.90625,59,39,30,128,PDB,1.0,1,1
1607,d2rbka,sample_1,88.24968031968031,0.7585514503057041,0.6070670705346128,0.9846743295019156,104,54,103,261,PDB,1.0,1,1
1625,d4rexa1,sample_10,82.26169444444444,0.5132403641980128,0.3140910664870812,0.9318181818181818,5,13,26,44,PDB,1.0,1,1
1631,d6ac5a,sample_3,83.38281491002571,0.4581934419250476,0.3901160149284906,0.9484536082474226,69,2,26,97,PDB,1.0,1,1
1641,d4fdxa,sample_4,87.71467196819084,0.4627095437602566,0.356170982652525,0.9508196721311476,26,18,17,61,PDB,1.0,1,1
1651,d1u0ma2,sample_1,77.02994623655914,0.9765836770764224,0.7216503113882216,0.945945945945946,52,42,54,148,PDB,1.0,1,1
1668,d1vq3a1,sample_6,88.6580245022971,0.4642779041162276,0.3948188179389715,0.9634146341463414,29,25,28,82,PDB,1.0,1,1
1672,d2x23a,sample_7,83.87624871531347,0.7489059267621095,0.5253136138343688,0.8917910447761194,129,45,94,268,PDB,1.0,1,1
1683,d1fafa,sample_7,80.05635528330781,1.99296582845342,1.1823237838545555,0.9620253164556962,49,0,30,79,PDB,1.0,1,1
1696,d1vcca,sample_4,85.400663507109,0.6563548731554391,0.5439200272832158,1.0,11,26,40,77,PDB,1.0,1,1
1706,d6fdfa,sample_1,89.9469741412582,1.0583033386645515,0.4412813608662786,0.8984615384615384,124,52,149,325,PDB,1.0,1,1
1717,d1z2la2,sample_1,86.68985058697972,0.7068314875240246,0.595093116058478,0.9487179487179488,44,41,32,117,PDB,1.0,1,1
1735,d2hsza1,sample_2,90.24797939324556,0.5348538642552622,0.4161945052647422,0.96875,112,30,82,224,PDB,1.0,1,1
1748,d4xsgb,sample_5,84.34533251982917,0.7341337344348969,0.58649022357751,0.9219512195121952,63,59,83,205,PDB,1.0,1,1
1750,d4uava,sample_7,87.94937894736843,0.6764177843974908,0.4059294734436916,0.951219512195122,117,29,100,246,PDB,1.0,1,1
1767,d1vbfa,sample_6,91.31009900990098,1.7635841392954303,0.628370638306588,0.8973214285714286,79,58,87,224,PDB,1.0,1,1
1779,d6xp1a2,sample_10,55.35491124260355,6.524252008269394,5.8884619924589074,0.963302752293578,88,0,21,109,PDB,1.0,0,0
1785,d2gzka1,sample_4,86.01032894736842,1.39285143348229,0.9684535623394556,0.8904109589041096,56,0,17,73,PDB,1.0,1,1
1801,d1ooha1,sample_10,88.39332675222111,0.4683384058958867,0.4071984455700717,0.9596774193548387,81,2,41,124,PDB,1.0,1,1
1806,d1zyla1,sample_4,87.48348872180452,0.9839634647455788,0.5899111932261115,0.8953846153846153,147,40,138,325,PDB,1.0,1,1
1818,d3iam34,sample_4,78.62985693848354,2.252289099308371,0.7752785162509568,0.8695652173913043,8,34,50,92,PDB,1.0,0,1
1826,d1p4ta,sample_7,86.31063846767758,0.9276186743453184,0.3535207180811492,0.9161290322580644,0,120,35,155,PDB,1.0,1,1
1842,d1z6na1,sample_9,91.93813135261924,0.4161531573037648,0.4228590370326003,1.0,89,24,53,166,PDB,1.0,1,1
1856,d2ix2b2,sample_10,89.38888770053477,0.5028024165414507,0.350553185056714,0.9243697478991596,26,56,37,119,PDB,1.0,1,1
1868,d1p16a2,sample_2,83.5736345177665,0.8319454178543216,0.5717918717126027,0.9016393442622952,61,82,101,244,PDB,1.0,1,1
1870,d3sila,sample_7,82.04285714285714,0.9249479937014312,0.5932343888531619,0.8918205804749341,22,178,179,379,PDB,1.0,1,1
1888,d1w1ha,sample_6,84.24463333333333,1.417612757377229,0.4042251349040575,0.8775510204081632,37,54,56,147,PDB,1.0,1,1
1899,d1n8fa,sample_10,88.78163064833007,0.5385253900271444,0.4263391878663576,0.9271137026239068,135,56,152,343,PDB,1.0,1,1
1909,d2ydaa,sample_9,88.51031165311652,0.467883346299888,0.3903378850418933,0.934931506849315,153,37,102,292,PDB,1.0,1,1
1923,d1vm6a2,sample_2,81.71302114803626,1.1692669355843124,0.697660211619866,0.872093023255814,25,27,34,86,PDB,1.0,1,1
1933,d1wvec,sample_10,91.43139264990327,0.4793438557248383,0.4194044579722352,0.96,36,2,37,75,PDB,1.0,1,1
1945,d1ueka1,sample_2,81.78946380697052,0.6351104712283893,0.5155855209795732,0.9391891891891893,45,59,44,148,PDB,1.0,1,1
1951,d5syba,sample_3,45.14872754491018,8.194261160316708,4.713464108703411,0.9888888888888888,13,24,53,90,PDB,1.0,0,0
1961,d4jeaa,sample_3,87.7331902552204,0.6697670876770074,0.5690770760609227,0.981132075471698,85,0,21,106,PDB,1.0,1,1
1972,d7bbra,sample_4,88.515212585034,0.469630127631644,0.419062869323535,0.9612903225806452,164,59,87,310,PDB,1.0,1,1
1990,d6w6aa1,sample_5,89.16346132748218,0.7174257492340802,0.5320320601484888,0.902834008097166,113,43,91,247,PDB,1.0,1,1
1998,d1q25a1,sample_10,85.11857297297297,0.6135137665304705,0.3906326440946295,0.926829268292683,15,61,47,123,PDB,1.0,1,1
2004,d1kf6b2,sample_4,92.18558052434456,0.4885540847681542,0.3535628980596652,0.923809523809524,18,38,49,105,PDB,1.0,1,1
2023,d1s7ia1,sample_5,86.18716088328075,0.8701230233708453,0.4594360454851195,0.896551724137931,40,39,37,116,PDB,1.0,1,1
2030,d2a6ca1,sample_9,87.728007518797,0.7013529175136419,0.5351414146419958,0.9420289855072465,44,0,25,69,PDB,1.0,1,1
2039,d6dvra,sample_8,85.04602339181287,0.7744056986019001,0.5277745006482241,0.9228486646884272,92,126,119,337,PDB,1.0,1,1
2054,d1jjfa,sample_10,90.97682027649768,0.49412801763263,0.3896110464735308,0.9450980392156862,85,53,117,255,PDB,1.0,1,1
2059,d2cuca1,sample_4,90.38096018735362,0.6282153978826543,0.4722945127901288,0.9824561403508772,3,27,27,57,PDB,1.0,1,1
2076,d1q6wa,sample_2,90.12788085106382,0.4256137790280331,0.3065322326654056,0.9271523178807948,43,59,49,151,PDB,1.0,1,1
2083,d6g62a1,sample_8,88.99477924944813,0.3844988456209134,0.3154996747216462,0.9732142857142856,43,28,41,112,PDB,1.0,1,1
2095,d1eara2,sample_9,85.13184919210055,0.8011461652264658,0.5490924234473982,0.9264705882352942,23,22,23,68,PDB,1.0,1,1
2110,d1y9za,sample_2,84.45497760716572,0.8037739939568573,0.5864296763764885,0.9172413793103448,100,124,211,435,PDB,1.0,1,1
2122,d1sgla,sample_5,86.10436557788944,1.0282500945597106,0.5466441262563708,0.8786407766990292,67,44,95,206,PDB,1.0,1,1
2126,d3q18a2,sample_3,80.55481751824816,0.819757558977285,0.6958008806013056,0.9562043795620438,100,2,35,137,PDB,1.0,1,1
2144,d2o62a2,sample_5,80.26595330739299,1.6547382097190342,1.3485444477500277,0.9772727272727272,6,73,53,132,PDB,1.0,1,1
2152,d4h0pa2,sample_6,82.12096428571428,1.2426889306856317,0.607030798605879,0.8823529411764706,97,32,92,221,PDB,1.0,1,1
2165,d5ziqa1,sample_5,87.45535222672065,0.6218464920735017,0.514724076553555,0.9155844155844156,124,0,30,154,PDB,1.0,1,1
2177,d3a7ra1,sample_5,84.33203645833333,0.5351025870755917,0.431871580099721,0.943089430894309,77,63,106,246,PDB,1.0,1,1
2180,d1gqia2,sample_4,85.18860805860805,1.2179933965375136,0.338376531863904,0.8639455782312925,53,31,63,147,PDB,1.0,1,1
2198,d2xpwa2,sample_2,77.32702304147466,1.597071886234205,0.9306060720022248,0.9432624113475178,100,0,41,141,PDB,1.0,1,1
2205,d1pkxa1,sample_8,86.39852902374669,0.7206093245203608,0.5096623304487911,0.9545454545454546,106,22,70,198,PDB,1.0,1,1
2218,d2e1va1,sample_10,83.58004880694142,0.7144502121086541,0.543820676436689,0.923728813559322,77,59,100,236,PDB,1.0,1,1
